"","2020-02-07","2020-02-14","2020-02-21","2020-02-28","2020-03-06","2020-03-13","2020-03-20","2020-03-27","2020-04-03","2020-04-10","2020-04-17","2020-04-24","2020-05-01","2020-05-08","2020-05-15","2020-05-22","2020-05-29","2020-06-05","2020-06-12","2020-06-19","2020-06-26","2020-07-03","2020-07-10","2020-07-17","2020-07-24","2020-07-31","2020-08-07","2020-08-14","2020-08-21","2020-08-28","2020-09-04","2020-09-11","2020-09-18","2020-09-25","2020-10-02","2020-10-09","2020-10-16","2020-10-23","2020-10-30","2020-11-06","2020-11-13","2020-11-20","2020-11-27","2020-12-04","2020-12-11","2020-12-18","2020-12-25","2021-01-01","2021-01-08","2021-01-15","2021-01-22","2021-01-29","2021-02-05","2021-02-12","2021-02-19","2021-02-26","2021-03-05","2021-03-12","2021-03-19","2021-03-26","2021-04-02","2021-04-09","2021-04-16","2021-04-23","2021-04-30","2021-05-07","2021-05-14","2021-05-21","2021-05-28","2021-06-04","2021-06-11","2021-06-18","2021-06-25","2021-07-02","2021-07-09","2021-07-16","2021-07-23","2021-07-30","2021-08-06","2021-08-13","2021-08-20","2021-08-27","2021-09-03","2021-09-10","2021-09-17","2021-09-24","2021-10-01","2021-10-08","2021-10-15","2021-10-22","2021-10-29","2021-11-05","2021-11-12","2021-11-19","2021-11-26","2021-12-03","2021-12-04"
"21","médico","resultar","portugal","país","mulher","casar","paciente","famalicão","doente","autarquia","melgaço","negativar","unidade","covid","resultar","ver","comunicar","autoridade","acumular","lourar","contactar","testado","administração","amostra","miguel","maputo","cabo","madeirar","luanda","infetados","casar","contabilizar","saúde","novo","positivo","elevar","angolano","ativos","arquipélago","faixar","etária","tejo","registar","oito","funchal","associado","quatro","vítimas","sexo","mulher","últimas","lisboa","quatro","últimas","registar","confirmado","boletim","lvt","dois","regional","regional","positivo","transmissão","lisboa","recuperado","regional","alentejo","ribeira","hora","angola","algarve","doença","concelho","ativos","centrar","óbitos","registado","dr","mulher","dois","boletim","morte","alentejo","restante","luanda","norte","seis","lisboa","dois","alentejo","faial","madeirar","óbitos","boletim","açores","hora","aéreas"
"22","ncov","doente","doente","resultado","luis","coruche","infetada","coronavírus","negativo","aveiro","redar","secretário","laboratorial","câmara","profissional","guineense","laboratório","quintar","saúde","cinfães","comunidade","funcionários","doente","cabo","províncias","luanda","província","reportar","importado","autoridade","positivo","hora","terceirar","óbitos","arquipélago","novo","país","ver","lisboa","diagnosticado","jorge","boletim","faixar","contabilizar","morte","regional","somar","importado","mortal","importado","mulher","continente","algarve","açores","boletim","vítimas","ativos","óbitos","açores","arquipélago","ilhar","concelho","alentejo","confirmado","infeções","norte","óbitos","transmissão","homem","ilhar","centrar","angola","boletim","três","algarve","somar","últimas","ilhar","arquipélago","moxico","quatro","transmissão","confirmado","ativa","hora","ativa","centrar","transmissão","açores","registar","registar","boletim","importado","quatro","últimas","registado","aeronave"
"23","lisboa","dr","ricardo","avança","análises","urgências","internado","casar","caso","covid","infetado","centrar","lopes","familiar","utente","concelho","doença","sanitário","positivo","funcionários","ativos","santiago","espírito","número","epidemiológico","doente","idade","idade","isolamento","novo","angola","saúde","doença","elevar","morte","infeções","arquipélago","paciente","registado","ativa","novo","algarve","ativos","transmissão","registado","hora","registar","direção","miguel","local","faixar","etária","cidade","algarve","centrar","centrar","arquipélago","dois","ativos","centrar","valar","ano","ribeira","infeções","sarscov","recuperado","infeção","ativos","recuperado","tejo","recuperações","miguel","quatro","dois","quatro","situações","total","acima","positivo","seis","recuperado","três","faial","feminino","lisboa","sexo","miguel","registar","novo","norte","autoridade","norte","quatro","terceirar","dois","tejo","aeroporto"
"24","estar","portar","laboratorial","portugal","sintoma","negativar","brasil","real","covid","distrito","negativar","lobo","regional","migrante","abrigar","recuperado","acumular","madeirar","testar","total","urgência","hospitalar","infantário","análises","santiago","faixar","registado","ilhar","açores","importado","registado","doença","cabo","acumular","ilhar","transmissão","cincar","aeroporto","ministério","total","registado","morrer","homem","alentejo","cadeia","faixar","algarve","positivo","centrar","etária","infeções","associado","faixar","valar","regiões","total","luanda","ativa","alentejo","registado","confirmado","dois","morte","sarscov","regional","díli","confirmado","regional","regional","recuperações","lisboa","transmissão","transmissão","saúde","reportar","alentejo","boletim","importado","óbitos","cunene","recuperações","recuperações","ilhar","cincar","direção","centrar","cuidado","positivo","morte","oito","madeirar","alentejo","registar","doente","algarve","faixar","afetadas"
"25","italiano","internar","saúde","infeção","tratar","brasil","suspeito","hospitalar","positivo","casar","distrito","acolher","sintoma","residente","identificado","funcionários","testado","rastrear","sintra","madeirar","instituição","saúde","médicos","évora","comunicar","santiago","comunicar","moçambique","franco","açores","arquipélago","gravar","covid","hoje","paciente","cabo","hoje","ilhar","idade","oriundo","valar","infeção","etária","faixar","sexo","etária","últimas","total","transmissão","transmissão","etária","pessoa","óbitos","lisboa","três","novo","morrer","ilhar","infeção","doença","recuperado","miguel","arquipélago","óbitos","etária","transmissão","recuperado","registado","morte","dois","alentejo","centrar","regional","pontar","nova","lisboa","autoridade","lunda","boletim","sul","novo","últimas","quatro","registar","total","cincar","dois","dois","infeções","três","restante","arquipélago","transmissão","jorge","terceirar","dois","afetados"
"26","diferente","portugal","jorge","portar","póvoa","brasileiro","jair","covid","quarentenar","quarentenar","cama","hospital","recuperado","amostra","cama","arquipélago","saúde","positivo","moçambique","infetados","açores","dois","saúde","utente","boletim","etária","infeções","elevar","província","concelho","províncias","informar","contabilizar","moçambique","chinar","ano","contabilizar","arquipélago","valar","local","morrer","etária","hoje","restante","centrar","idade","morrer","faixar","vítimas","hebei","seguinte","ilhar","local","hora","ilhar","registar","ilhar","boletim","quatro","norte","idade","ministério","três","doente","santo","dr","direção","centrar","óbitos","autoridade","doente","morte","total","nove","angola","morte","infeções","registado","regional","novo","internado","autoridade","ativos","boletim","registado","regional","arquipélago","três","três","concelho","norte","direção","regiões","concelho","vítimas","norte","afirmar"
"27","apresentar","cabral","nacional","dar","infeção","curry","jorge","ser","hospitalar","instituição","instituições","pessoa","miguel","matosinhos","rastrear","doente","município","ministério","praia","sintra","isolamento","cabo","caso","madeirar","amostra","idade","homem","cabo","iasaúde","ativa","saúde","coronavírus","ministério","diagnosticado","cabo","dois","informar","cidade","ver","arquipélago","transmissão","recuperado","hora","valar","últimas","mortal","vítimas","etária","positivo","boletim","registar","faixar","etária","dr","confirmado","boletim","infetados","infetados","direção","seis","três","alentejo","boletim","ativos","ativos","informar","transmissão","óbitos","março","alentejo","angola","dois","idade","recuperado","nove","doença","pessoa","miguel","recuperações","recuperado","alentejo","total","óbitos","infeções","valar","hospital","três","miguel","nove","dr","delgado","dr","restante","novo","associado","surto","afp"
"28","dia","curry","portar","centrar","dois","laboratorial","resultar","rastrear","confirmar","unidade","isolamento","resultado","lisboa","positivar","refugiado","comunicar","transferido","resultar","novo","sete","resultar","resultado","crianças","comunicar","março","moçambique","laboratórios","isolamento","mufinda","acumular","autoridade","mulher","dois","doença","homem","angola","dois","transmissão","ilhar","morrer","algarve","registado","contabilizar","sexo","etária","doente","ativos","algarve","importado","lisboa","mortal","mendonça","morrer","direção","pessoa","restante","homem","pessoa","ilhar","covid","detetados","óbitos","dr","amostra","cigc","doente","unidade","díli","registado","nova","província","arquipélago","ano","seis","mulher","algarve","morte","arquipélago","miguel","algarve","angola","direção","registar","dois","recuperado","boletim","infeções","etária","faixar","positivo","recuperações","centrar","direção","alentejo","jorge","terceirar","áfrica"
"29","ano","paciente","dr","universitário","recentemente","contactar","madrid","autarca","dois","gaiar","portar","covid","realizado","hostel","asilar","ilhar","dia","bairro","sal","cabo","santo","infetados","seis","saúde","dois","dois","luanda","luanda","domiciliar","angola","cumulativo","homem","aeroporto","morte","dada","seis","feminino","ativa","morte","angola","infeção","óbitos","algarve","miguel","registar","ativos","hora","indicar","local","vítimas","lamentar","governador","regional","alentejo","segar","lvt","hora","idade","óbitos","miguel","registar","regional","início","luanda","infeção","algarve","registado","boletim","boletim","registado","contabilizar","segar","santo","ribeira","autoridade","autoridade","autónoma","boletim","quatro","masculino","sete","arquipélago","ativa","recuperado","angola","lisboa","terceirar","açores","etária","sete","ilhar","todo","dois","dois","funchal","óbito","agência"
"30","unidade","cidadão","insa","instituto","universitário","observador","jogar","joão","ontem","bragança","bombeiro","testagem","migrante","quarentenar","doente","isolamento","açores","ilhar","processado","doente","hospitalar","covid","elevar","laboratórios","moçambique","novo","três","doente","mulher","ministério","diagnosticado","moçambique","homem","dois","infeções","local","saúde","valar","março","etária","importado","faixar","total","ativos","contabilizar","últimas","idade","miguel","boletim","últimas","novo","dr","mortal","masculino","ativos","óbitos","lisboa","hoje","centrar","dois","início","mulher","recuperado","total","algarve","outro","algarve","norte","huíla","quatro","dr","informar","algarve","arquipélago","doente","recuperações","rastrear","residente","mortal","luanda","regional","recuperado","gracioso","centrar","autoridade","oito","hospital","arquipélago","direção","regional","centrar","restante","arquipélago","segar","alentejo","recuperações","agências"
"31","informar","homem","infeção","el","região","sintoma","homem","saúde","paciente","resultado","realizado","testado","nordeste","infeção","funcionários","laboratório","regional","lisboa","angola","dois","ilhar","câmara","informar","concelho","realizado","oito","infeção","local","ano","dois","diagnosticar","acumular","reportar","doente","mulher","santo","passageiro","residente","elevar","xinjiang","pessoa","idade","infeções","angola","restante","identificado","registado","ativa","dois","regiões","chinar","enquanto","registado","amostra","identificado","lisboa","direção","regional","regional","algarve","centrar","chinar","internado","positivo","óbitos","ano","saúde","cincar","autónoma","direção","boletim","diagnosticado","viajante","dr","três","registado","importado","total","vítimas","lisboa","províncias","hora","recuperações","alentejo","ativa","picar","autoridade","direção","faixa","luanda","ativos","homem","doente","faial","autoridade","faial","agora"
"32","quartar","após","caso","infetado","itália","cabral","confirmado","doente","morrer","vila","instituição","cuidado","hostel","realizado","picar","detetados","negativar","luso","doente","instituto","caneças","praia","regional","açores","informar","ministério","quatro","registado","três","mulher","doente","oriundo","óbitos","anunciar","infetados","laboratórios","elevar","diagnosticado","importado","centrar","detetados","ativos","ativa","luanda","transmissão","direção","miguel","mortal","nova","dois","sexo","regional","hora","miguel","dr","diagnosticar","angola","doença","informar","ministério","morte","centrar","confirmado","madeirar","informar","recuperações","dr","oito","timorleste","óbitos","total","estar","dr","infeção","alentejo","idade","transmissão","doente","registado","direção","cincar","alentejo","terceirar","transmissão","contabilizar","faixar","oito","intensivo","restante","faial","alentejo","unidade","situações","arquipélago","informar","etária","agricultura"
"33","primeiro","centrar","instituto","suspeito","resultar","diagnóstico","caso","filhar","contactar","realizado","sintoma","regional","sábado","utente","centrar","negativo","moçambique","total","elevar","ilhar","oito","registar","ano","sexo","elevar","arquipélago","acumular","masculino","infetados","iasaúde","positivar","doente","coronavírus","paciente","doença","açores","nove","idade","ativos","infeções","lisboa","centrar","arquipélago","etária","ilhar","sexo","mortal","nove","idade","registar","hora","províncias","nova","boletim","total","saúde","algarve","confirmado","doença","direção","autoridade","início","regional","sexo","miguel","doença","importado","doença","díli","díli","arquipélago","díli","províncias","desde","vítimas","contabilizar","segar","faixar","pessoa","sete","direção","casar","cincar","morrer","confirmado","nove","etária","centrar","recuperações","transmissão","dois","regional","santo","registar","registado","associado","aguardar"
"34","cabral","empresário","internado","aguardar","internado","campanha","joão","funcionárias","provedor","primeiro","estrutura","cercar","resultado","assintomáticos","unidade","cercar","praia","minar","madeirar","distrito","informar","transferido","detetado","isolamento","autoridade","identificado","hora","importado","anunciar","cumulativo","ativa","províncias","seis","transmissão","picar","luanda","ilhar","ministério","centrar","alentejo","óbito","mortal","detetados","ilhar","novo","quatro","dois","últimas","autónoma","província","homem","cuomo","últimas","maioria","acima","recuperado","mulher","positivo","infeções","mulher","morrer","lisboa","desde","local","dr","santo","cigc","quatro","direção","luanda","luanda","institucional","feminino","hospital","idade","santo","epidemiológico","positivo","residente","três","sul","importado","direção","dr","transmissão","intensivo","cincar","picar","idade","regiões","infeção","faial","boletim","ano","delgado","valar","ainda"
"35","curry","internado","comunicar","encaminhado","paulo","infetada","ilhar","dar","urgência","luso","positivo","idade","operações","arquipélago","autarquia","identificado","emergência","registado","funcionários","santiago","cincar","cincar","funcionários","autoridade","registar","sexo","autoridade","encontrar","região","confirmado","gravar","hoje","moçambique","diário","saúde","informar","moçambicano","maputo","laboratórios","instituto","sexo","total","miguel","três","hora","total","recuperado","seis","dgs","morrer","diário","andrew","dr","autoridade","angola","ativos","centrar","transmissão","contacto","morrer","sanitárias","infeções","diário","centrar","ano","alentejo","sarscov","direção","reportado","huíla","doença","doente","masculino","doente","identificado","sul","ilhar","algarve","idade","registado","faixar","reportado","dr","direção","dr","cuidado","novo","algarve","boletim","quatro","doente","divino","hospitalizado","pontar","nélio","arquipélago","airbus"
"36","negativo","normal","isolamento","lisboa","estável","inem","saúde","madrid","foz","matosinhos","acompanhamento","ilhar","identificado","ota","amostra","quarentenar","santiago","resultado","vicente","informar","morrer","instituição","resultar","miguel","maputo","ver","identificado","açores","sexo","capital","transmissão","dois","infeções","registado","hoje","doença","cumulativo","lisboa","recuperado","comissão","centrar","identificado","registado","seis","faixar","assinalar","arquipélago","centrar","segar","direção","covid","funchal","pessoa","feminino","local","associado","ativa","saúde","vítimas","autoridade","total","cabo","saúde","infeção","ribeira","luanda","miguel","dois","dr","miguel","províncias","relatório","huíla","boletim","sexo","infeções","cincar","sete","centrar","feminino","registado","sete","dois","angola","alentejo","faial","local","cuidado","sete","restante","direção","doente","hospital","identificado","hospital","vítimas","airlines"
"37","janeiro","infeção","realizado","detetado","madrid","tenda","concelho","campanha","realizar","autarca","realização","casar","residencial","negativar","migrante","matosinhos","arquipélago","funcionários","iasaúde","angola","família","santo","testado","arquipélago","saúde","iasaúde","isolamento","infeções","aeroporto","contacto","óbitos","maputo","identificado","saúde","maria","óbito","acumular","novo","três","positivo","três","terceirar","reportar","reportar","miguel","reportar","novo","transmissão","infeções","total","peixe","local","arquipélago","peixe","transmissão","doença","recuperações","coronavírus","pessoa","local","delgado","amostra","díli","boletim","desde","sexo","integrar","saúde","idade","sete","detetou","crítico","miguel","autoridade","regional","importado","infeção","direção","santo","infeções","huíla","doente","autoridade","morte","masculino","local","restante","faixar","luanda","internado","algarve","intensivo","pontar","três","faixar","morrer","ajudar"
"38","cidadãos","cujo","após","ano","fevereiro","jair","ano","tossir","mãe","hospitalar","provedor","municipal","autoridade","infetado","recuperado","sonae","santarém","doente","hoje","casar","saúde","maria","sete","óbito","homem","vigilância","óbito","feminino","ativa","homem","luanda","ativa","chinar","açores","quatro","sete","santiago","autoridade","total","dois","óbitos","vítimas","importado","cabo","concelho","transmissão","centrar","recuperado","dr","associado","transmissão","registado","restante","rabo","vítimas","infeções","idade","decorrente","doente","diagnosticar","dois","recuperado","contacto","açores","epidemiológico","autoridade","ilhar","confirmado","comunicar","huambo","baucau","somar","nova","informar","outro","ativos","positivo","lisboa","dr","angola","bié","boletim","onde","açores","algarve","recuperado","doente","doente","etárias","seis","infeções","recuperações","concelho","informar","etária","santo","além"
"39","observador","saúde","resultado","ricardo","espanha","coronavírus","ter","instituição","enfermeiro","baldé","cuidado","acolhimento","matosinhos","capital","santo","coar","todo","diretora","odivelas","recuperado","mulher","subir","total","internado","infeção","santo","aeroporto","total","transmissão","ver","infeções","país","autoridade","regional","contabilizar","idade","ministério","morte","infeções","elevar","terceirar","ativa","óbito","franco","três","contabilizar","identificado","ativos","feminino","dr","zonar","infetados","afetada","coronavírus","seis","idade","transmissão","lamentar","positivo","maioria","seis","registado","lisboa","santo","gravar","direção","boletim","ilhar","identificado","boletim","referir","contacto","direção","quatro","direção","ativa","recuperações","cincar","ativa","cada","confirmado","oito","jorge","ano","novo","autoridade","ilhar","faial","positivo","idade","dr","pontar","respeitar","dr","centrar","hospital","alemães"
"40","desde","últimas","tratar","catalunha","chileno","dois","dois","observador","rastrear","rastrear","coronavírus","crianças","restante","ver","referir","resultado","guinébissau","maputo","cidade","autarquia","total","recuperado","central","epidemiológico","acumular","registado","sexo","morrer","registado","distribuídos","ilha","óbitos","desde","desde","coronavírus","identificado","infetados","informar","miguel","cabo","autoridade","maputo","centrar","cuanza","reportar","hospital","transmissão","boletim","masculino","dgs","associado","segar","aeroporto","três","positivo","laboratórios","positivo","período","regiões","boletim","pontar","incluir","concelho","alentejo","cruz","infeção","doente","pontar","sexo","contabilizar","registado","recuperado","alentejo","algarve","contabilizar","vítimas","faial","restante","três","reportado","três","lunda","local","confirmado","infeções","direção","espírito","infeções","seis","ativos","homem","luanda","local","picar","mendonça","segar","alemanha"
"41","centrar","laboratorial","centrar","hospitalar","instituto","club","alto","resultado","cruz","dois","confirmar","acrescentar","madeirar","autoridade","covid","região","internado","três","contabilizar","confirmado","santuário","luso","três","fundação","sexo","praia","moçambique","pessoa","elevar","vigilância","sob","iasaúde","regional","atualização","informar","proveniente","boletim","amostra","angola","valar","residente","lisboa","morrer","maioria","saúde","hoje","sexo","chinar","faixar","quatro","maior","cidade","transmissão","ilhar","direção","dr","cincar","autoridade","respetivamente","chinar","coronavírus","coronavírus","santo","importado","doente","sarscov","municípios","timorense","cigc","confirmado","restante","situações","doente","morte","epidemiológico","feminino","luanda","quatro","sete","huíla","algarve","bié","restante","luanda","morrer","terceirar","transmissão","autoridade","ativos","centrar","luanda","informar","infeções","registado","positivo","gracioso","alertar"
"42","cidadão","criança","internar","segundar","norte","resultar","treinador","mãe","confirmado","morrer","continuado","informar","pessoa","cabo","distribuídas","seis","cercar","valar","região","autoridade","fundão","sete","calda","boletim","faixar","infetados","laboratorial","dedicado","quatro","chinar","santiago","infeções","positivo","idade","confirmado","território","iasaúde","miguel","dois","iasaúde","cincar","cumulativo","associado","dois","situações","local","nove","arquipélago","etária","acima","ilhar","comunidade","festival","informar","saúde","segar","total","morto","tomé","associado","luanda","província","epidemiológico","doença","divulgar","amostra","associado","cigc","tejo","província","autoridade","três","morto","províncias","local","fogo","ano","angola","morrer","benguela","ativos","seis","reportado","mortal","huíla","etária","sete","boletim","cincar","ilhar","intensivo","novo","segar","morte","confirmado","comorbilidades","alguém"
"43","joão","amostra","sextafeira","laboratorial","cabral","portar","campanha","ter","autarca","cruz","beijar","isolamento","negativo","cercar","macau","idoso","maio","laboratório","distrito","franco","detetado","inácia","hese","vigilância","doente","autoridade","feminino","laboratórios","doente","cidade","homem","aeroporto","vigilância","infetados","ativa","santiago","maputo","sexo","detetados","exterior","recuperado","confirmado","vítimas","infeções","ribeira","março","nenhum","masculino","recuperações","educação","boletim","negro","chinãªs","zonar","casar","etária","dgs","infeção","associado","ano","recuperações","santo","angola","morto","açores","início","ativos","infeção","alentejo","arquipélago","associado","local","arquipélago","somar","transmissão","huambo","corresponder","nove","surto","nove","transmissão","positivo","ano","autoridade","namibe","casar","casar","regiões","sexo","direção","pontar","epidemiológico","faixa","direção","morrer","novo","algum"
"44","manhã","direçãogeral","exame","infetada","ricardo","resultado","rastrear","infeção","resultar","provedor","autoridade","localizar","onde","identificado","grécia","indicar","identificado","moçambique","santo","idoso","luso","perdigão","pessoa","atualização","évora","açores","tratar","moçambicana","doença","coronavírus","província","infeção","luanda","ministério","dois","iasaúde","misau","dois","continental","ilhar","dois","local","confirmado","ativa","cada","civil","seis","local","ilha","identificado","segar","vítimas","associado","positivo","oito","mortal","registar","angola","transmissão","recuperações","registado","saúde","algarve","chinar","autoridade","nova","março","algarve","nova","dr","miguel","ocorrer","autoridade","comunicar","homem","segar","doente","alentejo","masculino","recuperações","benguela","algarve","número","quatro","boletim","seis","ativa","hospital","faial","cincar","nenhum","hospitalizado","nova","nove","lisboa","lar","alimento"
