"","2020-02-07","2020-02-14","2020-02-21","2020-02-28","2020-03-06","2020-03-13","2020-03-20","2020-03-27","2020-04-03","2020-04-10","2020-04-17","2020-04-24","2020-05-01","2020-05-08","2020-05-15","2020-05-22","2020-05-29","2020-06-05","2020-06-12","2020-06-19","2020-06-26","2020-07-03","2020-07-10","2020-07-17","2020-07-24","2020-07-31","2020-08-07","2020-08-14","2020-08-21","2020-08-28","2020-09-04","2020-09-11","2020-09-18","2020-09-25","2020-10-02","2020-10-09","2020-10-16","2020-10-23","2020-10-30","2020-11-06","2020-11-13","2020-11-20","2020-11-27","2020-12-04","2020-12-11","2020-12-18","2020-12-25","2021-01-01","2021-01-08","2021-01-15","2021-01-22","2021-01-29","2021-02-05","2021-02-12","2021-02-19","2021-02-26","2021-03-05","2021-03-12","2021-03-19","2021-03-26","2021-04-02","2021-04-09","2021-04-16","2021-04-23","2021-04-30","2021-05-07","2021-05-14","2021-05-21","2021-05-28","2021-06-04","2021-06-11","2021-06-18","2021-06-25","2021-07-02","2021-07-09","2021-07-16","2021-07-23","2021-07-30","2021-08-06","2021-08-13","2021-08-20","2021-08-27","2021-09-03","2021-09-10","2021-09-17","2021-09-24","2021-10-01","2021-10-08","2021-10-15","2021-10-22","2021-10-29","2021-11-05","2021-11-12","2021-11-19","2021-11-26","2021-12-03","2021-12-04"
"22","taiwan","infetados","kong","dois","confirmar","balanço","hong","país","pessoa","infeção","áfrica","aumentar","infeção","mortal","rússia","registado","aumentar","início","desde","dado","brasil","dado","balanço","mortal","segundar","unido","iorque","confirmado","início","anterior","nova","confirmado","unido","maior","mil","mortal","mortal","contabilizar","infetados","infeção","recuperado","coronavírus","infetados","ministério","boletim","autoridade","contabilizar","dado","covid","méxico","registado","máximo","morto","internado","fevereiro","menos","internado","pandemia","contágios","contabilizar","anterior","boletim","morrer","doença","pandemia","ministério","infetados","novo","morto","novo","último","infeções","dado","boletim","consecutivo","pandemia","infeção","hoje","subir","dado","áfrica","recuperado","morto","boletim","moçambique","acumular","elevar","elevar","associado","doença","pandemia","brasil","boletim","dgs","infetadas","milhões","aeronave"
"23","singapura","balanço","vítimas","hong","japão","total","hora","registado","subir","subir","véspera","itália","desde","infetados","subir","aumentar","recuperado","coronavírus","coronavírus","contabilizar","início","mundo","óbitos","boletim","vítimas","registado","sul","mortal","nova","mil","estado","contabilizar","brasil","índia","estado","anterior","números","anterior","doença","áfrica","mortal","recuperado","recuperado","infeção","confirmado","ontem","autoridade","unido","coronavírus","dado","pandemia","registado","país","estado","infetados","ministério","contabilizar","contágios","pandemia","morto","infetadas","unido","infeção","acumular","doença","dado","habitante","milhões","dado","ministério","ontem","covid","coronavírus","pandemia","autoridade","anterior","boletim","registado","internado","internado","boletim","dado","região","elevar","acumular","positivo","santo","infeções","santiago","região","ativos","morto","novo","ucrânia","dado","início","aeroporto"
"24","rússia","unir","comissão","infeções","registado","frança","total","subido","números","agora","infeção","acima","internado","desde","menos","áfrica","boletim","ontem","vítimas","país","diagnosticado","contabilizar","infeções","registado","registado","dado","menos","início","universidade","últimos","pandemia","países","países","brasil","mortal","abril","coronavírus","coronavírus","mortal","anterior","infetados","brasil","doença","menos","vítimas","boletim","estado","menos","registado","estado","internado","números","anterior","provocado","ativos","internado","ministério","covid","segundar","covid","números","brasil","óbitos","ministério","habitante","menos","estado","boletim","unido","contágios","acumular","início","dia","vítimas","boletim","infeção","doença","contágios","média","associado","infeções","cabo","coronavírus","amostra","pandemia","boletim","alto","vítimas","segundar","recuperado","balanço","associado","infeções","dado","dois","divulgado","afetadas"
"25","humano","país","centrar","coreia","frança","coronavírus","sul","macau","infeção","subido","positivo","dia","boletim","reinar","infeções","recuperado","anterior","aumentar","mortal","início","balanço","unido","registado","acordar","recordar","mortal","contabilizar","balanço","norte","confirmado","infeção","elevar","números","valar","boletim","mil","nova","nova","diário","milhões","elevar","menos","ministério","dado","segundar","contágios","milhões","acordar","infeção","coronavírus","contágios","pandemia","mil","unido","contabilizar","autoridade","dado","dia","dia","dia","dia","contabilizar","autoridade","infetadas","vítimas","doença","coronavírus","início","brasil","elevar","brasil","milhões","segundar","contabilizar","ministério","março","acordar","início","segundar","acumular","tomé","ativos","ativos","acumular","ativos","direçãogeral","positivo","rússia","portugal","oficial","país","diário","coronavírus","notificar","ativos","ministério","afetados"
"26","tailândia","morrer","global","região","sul","registado","irão","infeção","morrer","dado","ontem","dado","ontem","consecutivo","elevar","coronavírus","ontem","dado","morrer","estado","infeção","ministério","brasil","epidemiar","balanço","vítimas","desde","índia","brasil","oficial","milhões","nova","vítimas","ontem","índia","doença","mil","vítimas","ontem","máximo","estado","ministério","áfrica","ontem","dado","infetados","índia","dezembro","morto","covid","intensivo","morrer","recuperado","descer","baixar","face","infeção","coronavírus","covid","ontem","unido","média","acumular","áfrica","milhões","coronavírus","unido","dia","segundar","menos","dado","contágios","habitante","terceirar","registado","subir","itália","doença","elevar","contabilizar","doença","associado","elevar","infeções","continente","infeções","contabilizar","coronavírus","mortal","moçambique","cabo","rússia","ucrânia","ativos","notificar","francepresse","afirmar"
"27","todo","síndrome","japão","daegu","elevar","espanha","taxar","países","dado","números","coronavírus","ultrapassar","coronavírus","estado","norte","infeção","dado","segundar","brasil","infeção","áfrica","elevar","país","balanço","curado","contágios","mortal","mundo","segundar","segundar","elevar","unido","mil","norte","coronavírus","diários","infetados","índia","subir","índia","segundar","estado","índia","brasil","estado","mundo","mortal","autoridade","dado","habitante","ativos","infeção","cuidado","infetados","autoridade","coronavírus","covid","passado","acordar","infetadas","registado","domingo","nova","milhões","mundo","números","dia","infetados","milhões","segundar","ministério","boletim","registado","ativos","pessoa","positivo","média","acumular","diário","registado","mortal","três","registado","tomé","boletim","registado","acumular","sarscov","dado","cabo","rússia","elevar","portugal","agência","total","registado","afp"
"28","além","noite","hong","vítima","últimas","infeção","coreia","ano","véspera","infeções","morrer","elevar","dado","espanha","segundar","dado","país","pessoa","subir","nova","dado","recuperado","unido","dezembro","unido","confirmado","subir","coronavírus","dado","índia","ultrapassar","registado","índia","números","país","região","índia","doença","recordar","estado","infeção","pessoa","registado","nova","nova","registado","pessoa","nova","resultante","valor","descer","dia","janeiro","dado","descer","início","descer","internado","dado","números","autoridade","acumular","covid","véspera","diário","segundar","recuperado","recuperado","doença","morto","morrer","março","anterior","ministério","infetadas","acumular","anterior","dado","associado","morto","acumular","santo","moçambique","epidemiológico","elevar","milhão","vítimas","países","boletim","número","oficial","oficial","novembro","direçãogeral","anterior","números","áfrica"
"29","canadá","segundafeira","recuperação","novo","homem","mundo","mortal","região","mil","itália","acima","descer","intensivo","coronavírus","vítimas","ontem","subir","menos","início","brasil","ontem","balanço","diagnosticado","mundo","coronavírus","méxico","elevar","números","região","registado","contabilizar","seguir","contágios","recuperado","brasil","internado","dado","estado","atingir","doença","unido","morrer","brasil","coronavírus","unido","itália","brasil","estado","subir","contágios","unido","unir","números","ontem","recuperado","acordar","consecutivo","baixar","coronavírus","registado","morto","morrer","segundar","quintafeira","infetados","brasil","números","estado","recuperado","registado","março","pandemia","morrer","mundo","segundar","coronavírus","covid","contabilizar","doença","tomé","moçambique","tomé","oficial","segundar","infeções","início","internado","região","país","infetados","africanar","unido","estado","boletim","atingir","número","agência"
"30","índia","casar","mundo","taiwan","estado","kong","macau","dado","espanha","reinar","faixar","espanha","ultrapassar","bélgica","mortal","região","coronavírus","anterior","continente","países","pandemia","início","mundo","infetou","mundo","afp","ministério","países","mundo","subir","contágios","contágios","contabilizar","milhões","dado","contabilizar","dia","atingir","índia","recordar","aumentar","recordar","unido","números","itália","confirmado","menos","infetados","ministério","unido","contagem","coronavírus","reinar","ativos","acordar","subir","anterior","infetadas","somar","habitante","vagar","passado","estado","subir","mortal","índia","vítimas","dado","contabilizar","números","áfrica","menos","morto","dado","anterior","ministério","subido","pandemia","itália","infetados","registado","mundo","segundar","balanço","afetada","informar","dado","mortal","caboverdiano","país","início","divulgado","países","menos","número","morto","agências"
"31","malásia","agora","europeu","casar","cidade","nova","mortalidade","hora","frança","morrer","itália","morrer","mil","unir","dado","doente","internado","subir","contabilizar","boletim","unido","doença","ultrapassar","méxico","brasil","balanço","atingir","infeção","índia","afetado","início","números","norte","tejo","contabilizar","vítimas","consecutivo","diário","agora","contabilizar","atingir","unido","contágios","hoje","números","nova","segundar","mundo","valor","registado","consecutivo","janeiro","unir","contabilizar","início","estado","pandemia","brasil","recuperado","doença","relação","registado","unido","habitante","contagem","incidência","brasil","oficial","menos","universidade","menos","divulgado","pandemia","brasil","junho","itália","semana","alto","novo","covid","pandemia","moçambique","díli","príncipe","início","anunciar","contágios","união","moçambique","morto","positividade","afp","sábado","máximo","europa","afp","agora"
"32","balanço","europa","taiwan","diagnosticado","unir","importado","recuperado","boletim","ultrapassar","coronavírus","descer","ontem","áfrica","unido","ontem","rússia","covid","elevar","recuperado","coronavírus","anterior","nova","contabilizar","elevar","infetados","alemanha","registado","aumentar","números","unido","morrer","mundo","mortal","unido","setembro","ontem","recordar","aumentar","dia","aumentar","menos","ultrapassar","boletim","boletim","áfrica","estado","ministério","doença","brasil","atingir","anterior","covid","baixar","elevar","relação","pandemia","vítimas","autoridade","ativos","somar","provocado","infetados","mundo","contágios","pessoa","méxico","doença","brasil","estado","pandemia","segundar","infeção","autoridade","elevar","mil","contabilizar","país","internado","julho","sarscov","vítimas","díli","recente","positividade","ministério","covid","quartafeira","continente","infetados","ministério","registado","doença","acordar","consecutivo","francepresse","países","agricultura"
"33","matar","pessoa","reinar","registado","doenças","estado","intensivo","coronavírus","intensivo","desde","espanha","desde","unido","pessoa","intensivo","internado","rússia","estado","pessoa","diagnosticado","diário","brasil","ontem","região","menos","centrar","infeção","nova","iorque","méxico","dado","morrer","nova","pandemia","região","autoridade","norte","dia","maior","unido","recordar","mortal","mil","segundar","doença","ministério","unido","dia","milhões","máximo","boletim","ativos","sábado","anterior","itália","doente","infetados","infetados","brasil","milhões","moçambique","números","menos","incidência","dgs","mundo","descer","covid","nova","hopkins","índia","país","relação","morto","diários","contágios","morto","associado","infeções","boletim","hoje","positivo","amostra","divulgar","vítimas","morto","ativos","acordar","praia","acordar","contabilizar","país","acumular","nova","sete","estado","aguardar"
"34","australiano","superior","novo","cidade","tailândia","números","agora","início","boletim","países","infeções","faixar","infeções","frança","doença","mulher","números","chinar","oficial","região","coronavírus","pandemia","subir","afp","mortal","agora","doença","pandemia","balanço","brasil","mil","pandemia","infetados","contágios","último","índia","internado","mortal","acordar","pandemia","morrer","áfrica","ontem","quartafeira","ministério","números","morrer","elevar","boletim","consecutivo","segundar","méxico","morrer","valor","segundar","segundar","ativos","reinar","vítimas","menos","morrer","descer","números","contabilizar","relação","dosar","reinar","habitante","morrer","johns","infeção","internado","consecutivo","diário","confirmado","acumulado","vagar","país","início","anterior","segundar","acumular","acordar","continente","contabilizar","elevar","mortal","morto","ativos","total","oito","pandemia","direçãogeral","anterior","recuperado","chinar","ainda"
"35","hong","adiamento","ainda","sul","hora","áustria","infetadas","intensivo","coronavírus","elevar","elevar","positivo","véspera","covid","doente","homem","elevar","infeção","divulgado","afp","boletim","covid","morrer","pandemia","méxico","valar","lisboa","iorque","oficial","coronavírus","taxar","infeção","morrer","nova","norte","números","contabilizar","recuperado","registado","menos","acordar","doença","vítimas","mundo","subir","coronavírus","doença","internamento","dia","acordar","pessoa","descer","infetados","números","internado","média","números","unido","habitante","confirmado","ativos","contagem","anterior","moçambique","contabilizar","contabilizar","universidade","contabilizar","autoridade","acumular","boletim","brasil","recuperado","balanço","ontem","alto","julho","menos","anterior","país","alto","hoje","afetada","início","austral","cabo","cabo","moçambique","reportado","registado","seguir","boletim","brasil","oficial","vítimas","óbitos","airbus"
"36","árabes","elevar","região","vítimas","filipina","hong","reinar","mil","ano","intensivo","unir","infeção","centrar","itália","região","números","infeções","doente","agora","autoridade","mil","mil","agência","subir","afp","região","balanço","diagnosticado","coronavírus","itália","continente","brasil","balanço","mil","morrer","intensivo","segundar","morrer","mundo","atingir","milhões","boletim","mundo","véspera","dgs","brasil","quase","ministério","recuperado","incidência","hopkins","ontem","ativos","dia","valor","covid","pessoa","unir","pessoa","anterior","semana","dosar","acumulado","associado","ontem","boletim","ministério","áfrica","abril","infetados","milhões","confirmado","brasil","acumular","terçafeira","mil","positivo","mortal","coronavírus","número","ilhar","ilhar","vítimas","moçambique","morrer","dado","praia","príncipe","positividade","moscovo","diário","infetados","ativos","estado","agostar","acumular","airlines"
"37","emirado","singapura","epidemiar","kong","austrália","província","kong","contagem","iorque","unir","subido","pessoa","países","oficial","pessoa","sábado","dia","brasil","segundar","curado","itália","diagnosticado","curado","aumentar","ministério","início","anterior","subir","registado","dia","relação","segundar","pandemia","morrer","valar","boletim","região","boletim","balanço","itália","pandemia","anterior","internado","balanço","ultrapassar","ultrapassar","acordar","contagem","reportar","elevar","infeção","segundar","méxico","reinar","registado","semana","ontem","acumular","acumular","acordar","internado","mundo","recuperado","autoridade","unido","passado","milhões","sábado","quartafeira","dia","moçambique","diagnosticado","balanço","índia","acumular","números","acumular","oficial","março","menos","acumulado","vítimas","número","região","região","caboverdiano","boletim","guinébissau","diário","covid","segundar","recordar","recuperado","afp","oficial","nova","ajudar"
"38","nepal","diagnosticado","além","maioria","espanha","cincar","infeções","recuperado","elevar","balanço","estado","covid","covid","ultrapassar","cuidado","início","cuidado","recuperado","totalizar","mundo","doença","pessoa","méxico","anterior","nova","pandemia","méxico","registado","infeção","início","anterior","norte","mundo","confirmado","dia","infeção","estado","números","consecutivo","recuperado","dado","vítimas","dia","rússia","mortal","elevar","positivo","números","mil","boletim","média","positivo","face","unir","pessoa","relação","autoridade","anterior","números","índia","acordar","sábado","associado","oficial","sábado","dia","ontem","ativos","infetados","dado","dia","associado","milhões","dia","internado","pessoa","diagnosticado","sarscov","país","doença","internado","praia","mundo","covid","registado","diário","catarino","portugal","vítimas","números","região","estado","ministério","máximos","menos","direçãogeral","além"
"39","kong","gravar","país","filipina","coronavírus","hubei","região","infetadas","região","espanha","covid","tendência","doente","brasil","morrer","ultrapassar","balanço","região","acordar","balanço","intensivo","segundar","sul","diagnosticado","confirmado","internado","continente","dado","hopkins","pandemia","dia","contabilizado","recuperado","frança","maior","ultrapassar","pessoa","elevar","segundar","ministério","registado","hoje","mortal","africanar","africanar","frança","áfrica","boletim","atingir","internado","horar","reinar","contágios","segundar","pandemia","redução","unido","ativos","diário","recuperado","vítimas","habitante","dia","passado","acumular","unido","face","registado","ministério","acumulado","números","domingo","boletim","morrer","dado","passado","divulgado","vítimas","espanha","aumentar","cabo","acordar","centrar","país","morto","taxar","direçãogeral","prevenção","mundo","ver","contágios","ativos","divulgar","covid","acordar","doença","alemães"
