"","2020-02-07","2020-02-14","2020-02-21","2020-02-28","2020-03-06","2020-03-13","2020-03-20","2020-03-27","2020-04-03","2020-04-10","2020-04-17","2020-04-24","2020-05-01","2020-05-08","2020-05-15","2020-05-22","2020-05-29","2020-06-05","2020-06-12","2020-06-19","2020-06-26","2020-07-03","2020-07-10","2020-07-17","2020-07-24","2020-07-31","2020-08-07","2020-08-14","2020-08-21","2020-08-28","2020-09-04","2020-09-11","2020-09-18","2020-09-25","2020-10-02","2020-10-09","2020-10-16","2020-10-23","2020-10-30","2020-11-06","2020-11-13","2020-11-20","2020-11-27","2020-12-04","2020-12-11","2020-12-18","2020-12-25","2021-01-01","2021-01-08","2021-01-15","2021-01-22","2021-01-29","2021-02-05","2021-02-12","2021-02-19","2021-02-26","2021-03-05","2021-03-12","2021-03-19","2021-03-26","2021-04-02","2021-04-09","2021-04-16","2021-04-23","2021-04-30","2021-05-07","2021-05-14","2021-05-21","2021-05-28","2021-06-04","2021-06-11","2021-06-18","2021-06-25","2021-07-02","2021-07-09","2021-07-16","2021-07-23","2021-07-30","2021-08-06","2021-08-13","2021-08-20","2021-08-27","2021-09-03","2021-09-10","2021-09-17","2021-09-24","2021-10-01","2021-10-08","2021-10-15","2021-10-22","2021-10-29","2021-11-05","2021-11-12","2021-11-19","2021-11-26","2021-12-03","2021-12-04"
"11","infetadas","infetados","infetados","bordar","diamond","voar","aéreas","companhia","aeroporto","madeirar","francês","estrangeiro","pandemia","manhã","usar","usar","ar","época","ocupação","bar","calamidade","leicester","segurança","restaurante","governar","espaços","bar","comercial","local","obrigatório","distanciamento","estabelecimento","regra","distanciamento","restaurante","proteção","guimarães","autarca","máscara","vão","pontar","autorizado","instituições","calamidade","distrito","subir","riscar","acumulado","castelo","guerra","passado","incidência","castelo","traduzir","novo","acumulado","vila","mil","rt","março","maior","riscar","ministro","desconfinamento","continente","abaixar","nível","arganil","mai","mai","braga","novo","lisboa","matriz","subir","crescimento","elevar","novo","rt","insa","transmissibilidade","continente","portugal","nível","dia","nível","valor","caso","infeção","caso","nível","nacional","dia","portugal","relatório","indicador","acordar"
"12","japão","japonês","tóquio","tripulante","cruises","clube","embaixada","tap","viagem","voar","passageiro","aérea","partir","comboio","máscaras","reabertura","comercial","máscara","estabelecimento","distanciamento","estabelecimento","obrigatório","máscara","públicos","fechado","regra","aluno","restar","comércio","governar","pai","ensinar","pai","observador","nascer","máscara","linha","aumentar","ensinar","poder","abranger","restauração","passageiro","deslocações","ver","incidência","elevar","período","habitante","maior","acumulado","vila","caso","picar","moderar","carlos","acumulado","moderar","capital","castelo","índice","mil","desconfinamento","categoria","câmara","fase","fátima","caso","fase","maio","caso","recuar","algarve","semana","elevar","densidade","nacional","transmissão","semana","nível","rt","rt","nível","passado","abaixar","descer","mil","estratégia","valor","alto","lisboa","vila","crescente","mil","moderar","valor","acreditar"
"13","passageiro","restante","portar","infetado","japão","princess","reter","cidadãos","portuguãªs","luanda","francãªs","voo","companhia","autocarro","espaços","máscaras","reabrir","abertura","passar","acompanhante","comércio","distanciamento","utilização","espaços","recusar","alcoólicas","encerramento","local","obrigatório","partir","aluno","turma","medida","professor","máscara","controlar","serviços","outubro","paços","salvar","sair","câmara","desrespeitar","dezembro","dezembro","medida","castelo","semana","incidência","dia","castelo","divulgado","aumentar","janeiro","extremamente","moderar","extremamente","baltazar","elevar","abaixar","transmissibilidade","descer","acima","rir","nacional","arganil","santuário","paiva","linha","rt","alertar","densidade","municípios","passado","vermelhar","rt","densidade","baixar","tendência","ago","caso","caso","viagem","decrescente","continente","nacional","relatório","relatório","semana","transmissibilidade","maior","semana","rt","crescente","semana","riscar","acrescentar"
"14","ano","atracar","japonãªs","emmanuelle","positivar","cliente","regressar","reter","easyjet","portuguãªs","tap","africano","ler","segundafeira","restauração","distanciamento","desconfinamento","distanciamento","capacidade","sala","local","confinamento","limitar","estar","leiria","transportar","dança","alertar","espaços","físico","restrições","joão","usar","educação","distância","aberto","regra","dia","comercial","autorizar","psp","lista","habitante","bélgica","beirar","ecdc","essencial","vidar","próximos","mêda","subir","portar","subir","semana","caso","caso","fevereiro","medida","funchal","índice","março","mar","conselho","maior","mourar","quadro","mil","nível","cumulativo","riscar","riscar","aml","albufeirar","setúbal","acima","nacional","caso","vermelhar","nacional","mil","regiões","subir","relatório","portugal","tendência","transmissibilidade","vermelhar","insa","dia","tendência","anterior","subir","alemanha","subir","cumulativo","subir","adhanom"
"15","ter","homem","retirado","maridar","viagem","premier","turista","aérea","regressar","aterrar","agências","passageiro","reabrir","regra","segundafeira","reabrir","metro","metro","lugar","abrir","metro","máscara","abertura","distanciamento","proteção","encerrado","reabertura","viana","gnr","decidir","protestar","medida","presencial","básica","querer","positivo","medida","ensinar","cumprimentar","portar","restaurante","lousada","castelo","depender","cinta","espadar","subir","pelosi","período","semana","dado","maio","maior","distrito","aumentar","mil","caso","nunes","continental","riscar","portugal","elevar","alandroal","abaixar","rt","nível","situação","cumulativo","lisboa","novo","rt","territórios","acima","índice","rt","baixar","vila","angra","maior","valor","alentejo","transmissibilidade","continente","dia","caso","riscar","última","condição","subir","out","estável","última","riscar","transmissibilidade","elevado","passado","adiantar"
"16","saúde","kong","malásia","mulher","entroncamento","bordar","madeirar","negócios","miguel","delgado","emmanuel","reembolsar","zelândia","porta","obrigatório","observador","usar","cinema","cumprir","centro","restaurante","comercial","governar","sempre","medida","contingência","públicos","ir","máscaras","contingência","máscara","secretário","escolar","ensinar","professor","visitar","evento","felgueiras","regra","metropolitano","cliente","cem","transportar","público","espadar","emergência","direçãogeral","categoria","esquadrar","vedro","gnr","dia","semana","redução","maior","medida","semana","funchal","acima","descer","continental","caso","observador","odemira","beja","continental","rt","semana","recuar","lista","lista","cascar","caso","nível","dia","região","transmissão","delgado","crescente","abaixar","linha","agostar","nacional","riscar","baixar","lisboa","reduzido","pandemia","relatório","maior","cumulativo","atualização","subir","passado","linha","relatório","administrativo"
"17","novo","infetadas","caso","atracar","alemão","aeroporto","ligações","bordar","tap","bordar","norte","cancelada","especialista","normalidade","cliente","reportagem","transportar","atendimento","utilização","estabelecimento","reabrir","públicos","freguesia","basco","local","pastelaria","loja","pública","parecer","silvar","professor","máscaras","psp","presencial","turma","pessoal","saúde","associação","escola","critério","ofertar","restritivo","câmara","máscara","freixo","cinta","dia","total","alentejo","famílias","jan","encontrar","extremar","dois","reduzir","fechar","categoria","dia","portar","baltazar","novo","abaixar","figueira","acima","avaliação","riscar","caso","castelo","desconfinamento","desconfinamento","jun","lista","superior","presencial","passado","territórios","rt","praia","matosinhos","santo","quadro","vermelhar","ue","relatório","regiões","valor","mortalidade","agora","baixar","ano","rt","taxar","instituto","ecdc","crescente","nacional","admitir"
"18","caso","cnn","cercar","desembarcar","português","aéreas","regional","países","aviões","angola","avião","regressar","máscaras","vendar","reabrir","metro","cliente","regra","centro","segurança","sala","restaurante","catalunha","controlar","nadar","obrigatório","evitar","câmara","horário","crianças","setembro","maria","regressar","fechado","docente","bragança","facebook","borba","estabelecimento","segurança","miranda","regra","distrito","real","caso","freixo","vimioso","vão","municípios","ambos","dez","caso","jan","fevereiro","faltar","explicar","fev","acumulado","dgs","dia","anterior","março","matriz","vermelhar","nível","gráficos","abril","montalegre","vermelhar","valar","cambrar","valar","circulação","vermelhar","portugal","valor","alertar","acima","cumulativo","dia","algarve","portugal","tendência","mil","insa","dia","linha","linha","índice","etário","descer","caso","revelar","linha","taxar","semana","adoção"
"19","três","desembarcar","japonês","quarentenar","expressar","treinador","região","operação","próximos","avança","gaulle","detetado","hong","portar","utente","regra","abrir","usar","esplanada","interior","utilização","bar","evitar","governar","associação","noite","noite","regra","funcionamento","poderão","espaços","letivo","possível","usar","segurança","branco","comunicar","presencial","evento","espaços","presidente","trazer","paços","época","braga","tabuaço","categoria","regiões","novo","vila","lugar","bragança","distrito","madeirar","menor","antunes","anterior","madeirar","níveis","semana","quadrante","categoria","semana","semana","portugal","alertar","lamego","gráficos","novo","odemira","odemira","desconfinamento","desconfinamento","superior","farar","taxar","vermelhar","vitória","jul","corresponder","continente","abaixar","ponto","tendência","moderar","taxar","direção","nacional","transmissibilidade","índice","última","linha","aumentar","nov","ecdc","insa","adquirir"
"20","mulher","ministrar","cincar","silvar","voltar","tripulante","agências","lisboa","negócios","repatriamento","portaaviões","autoridade","arriscar","lisboa","centro","entrado","espaços","aml","reabrir","metro","teatro","carruagem","todo","fim","momento","vieira","francãªs","ar","ajudar","bar","social","comercial","ir","aqui","regra","necessidade","decisão","regra","distrito","medida","fim","riscar","redar","campanha","marvão","lista","dez","direçãogeral","oliveira","descer","mil","viana","moderar","gaiar","vidar","descer","novo","baixar","novo","entanto","acima","rt","dado","nordeste","abaixar","travar","riscar","abr","abril","matriz","mai","rt","vermelhar","lisboa","valor","norte","galar","abaixar","lisboa","vermelhar","nacional","marvão","vermelhar","últimos","matosinhos","insa","apresentar","vermelhar","agora","dia","apresentar","out","relatório","semana","baixar","vermelhar","aérea"
"21","confirmar","mulher","embaixada","cabina","sintoma","março","quarentenar","desembarcar","terceirar","avião","bordar","quarentenar","mês","espaço","cheio","segurança","comboio","cumprir","restaurante","entrado","atividades","segurança","área","ajuntamento","voltar","conselho","realização","assegurar","municípios","autarquia","partir","pai","observador","portar","madrid","defender","nível","paços","autarquia","semanal","manter","abaixar","partir","taxar","considerar","restritivo","epidemiológico","critérios","elevado","vigilância","moderar","castelo","extremamente","baltazar","campar","internamento","menos","semana","cincar","matriz","dia","penar","foz","fase","ricardo","semana","alertar","quadro","semana","açores","maio","acima","cada","elevado","regiões","ministro","novo","nível","indicador","portar","tendência","analisado","cumulativo","continente","categoria","densidade","respetivamente","prevenir","nível","passado","crescimento","últimos","vermelhar","vila","alemanha","continente","aéreas"
"22","cnn","britânico","embarcar","yokohama","yokohama","empresar","negócios","repatriar","repatriamento","regressar","charlar","força","prolongar","entrado","encerrado","cafés","reabertura","físico","teatro","praia","obrigatório","espaços","públicos","agravamento","causar","calamidade","máscara","calamidade","aluno","epidemiológica","filho","espaços","distanciamento","turma","quarentenar","vários","autoritário","distrito","comunicar","horários","distrito","mobilidade","velho","câmara","novo","dezembro","anterior","distrito","vidar","amador","dia","gnr","novo","dia","número","extremamente","maior","tendência","dia","portugal","rt","alandroal","evolução","recuar","nunes","manter","transmissão","riscar","transmissibilidade","golegã","ultrapassar","continente","área","aula","oeiras","riscar","mantém","descer","novo","continente","vila","valor","transmissibilidade","continental","relatório","abaixar","consulta","diagnóstico","linha","elevar","mortalidade","índice","baixar","riscar","nacional","linha","aeronave"
"23","sete","saúde","yokohama","embaixada","maranhão","italiano","repatriamento","aéreas","aéreas","fonte","vacinação","fevereiro","sextafeira","públicos","públicos","porta","espetáculos","espaços","público","livrar","consumar","calamidade","sala","juventude","presidente","auto","capital","governar","aula","distanciamento","mourar","riscar","jovem","agrupamento","infeção","porque","autoridade","decisão","alargar","paços","medida","últimos","residente","semana","rever","níveis","distrito","sob","estender","matosinhos","fevereiro","viseu","período","nunes","espanha","barro","setúbal","santo","descer","dado","distrito","definido","transmissão","nacional","municipal","rt","baixar","números","nível","continente","tejo","matriz","sesimbra","evolução","quadro","elevar","atualização","lisboa","proençanova","dgs","descer","tendência","estável","transmissibilidade","pouco","regiões","rt","inferior","cubar","rt","portugal","transmissibilidade","continente","países","doenças","apertar","aeroporto"
"24","princess","apresentar","cnn","japonês","tvi","bilhete","açores","transportar","madeirar","portugal","marinheiro","cidadãos","balanço","atendimento","serviço","loja","costa","limitar","norma","partir","ar","proteger","ahresp","anunciar","transportar","consumar","cidade","esplanada","decidir","contenção","manifestante","poderão","distância","espaços","enviar","japonês","espaços","centro","dia","decisão","comercial","município","atividade","fim","aveiro","vila","boletim","subir","ali","papar","vila","apresentar","passado","pensar","novembro","acima","acima","maior","boletim","território","mil","vila","insa","transmissibilidade","recuar","números","celebrações","lamego","elevar","cumulativo","vila","circulação","últimos","escola","algarve","portar","aqui","maior","encontrar","oeiras","portugal","algarve","valor","relação","valor","limiar","subir","decrescente","elevar","cumulativo","relação","acima","valor","relação","subir","rt","afetadas"
"25","tóquio","cercar","kong","portuguãªs","contactado","grand","todo","avião","países","lopes","cadeia","frança","restauração","pessoa","sala","beber","máscaras","lisboa","tudo","centrar","porta","vendar","pública","loja","públicos","público","local","reabertura","área","reabrir","cercar","ministrar","sala","ir","medida","tripulante","santuário","permanência","sextafeira","condições","autarca","norte","atividades","parque","figueira","extremar","equivalente","serviço","avançar","turma","antigénio","superior","capital","portar","pinheiro","epidemiar","castelo","apresentar","mar","banco","semana","dia","autarca","abril","falar","beja","mai","alertar","encontrar","alertar","parede","portugal","tejo","baixar","nível","vermelhar","tendência","apresentar","sete","rt","passado","passado","dia","indicador","todo","portugal","apenas","riscar","continental","alentejo","continente","indicador","centrar","índice","atualização","nov","afetados"
"26","coronavírus","nove","sob","hospital","garganta","ligar","cliente","turista","suspender","chinãªs","parado","bordar","território","estações","partir","local","pessoa","transportar","lotação","porta","livrar","traduzir","piscina","funcionamento","bar","fechado","vez","regional","especial","gnr","estabelecimento","abertura","estabelecimento","manter","manter","questões","estabelecimento","comunicar","matosinhos","manter","horários","comunicar","lisboa","proporcional","sal","pouco","recluso","máscaras","amador","morar","países","maioria","viseu","acumulado","subir","três","dado","especialista","março","vermelhar","castelo","rir","vila","vila","tendência","últimos","parede","nacional","bispar","média","sertã","almada","metropolitano","farar","aplicar","abaixar","mostrar","semana","decrescente","densidade","gráficos","insa","concelho","segundar","elevar","quartafeira","descer","rt","cumulativo","baixar","portar","vermelhar","semana","alemanha","checar","últimos","afirmar"
"27","total","menos","westerdam","família","iraquiano","portuguãªs","airlines","portugal","estrangeirar","restrições","portuguãªs","tap","título","utilizar","álcool","espaço","observador","entrar","usar","atl","medida","detalhar","legislação","habitual","disney","ordem","transportar","madeirar","professor","preparar","tribunal","escolar","diferente","ciclo","tender","infantil","gondomar","município","autarca","ensinar","justificar","freitas","recolher","beber","viana","suíça","marvão","comércio","castrar","nogueira","distrito","restante","anterior","capital","ecdc","mortalidade","três","mar","continente","maior","gaiar","continental","dia","dia","quantum","distrito","indicador","matriz","odemira","tendência","nível","riscar","indicador","albufeirar","período","algarve","matriz","espinhar","transmissibilidade","última","mostrar","lisboa","união","redução","site","baixar","riscar","relação","inferior","estável","taxar","continente","estável","categoria","índice","acima","afp"
"28","apenas","ainda","unido","santo","lufthansa","ir","desembarcar","autoridade","navio","madurar","cancelamento","substituídas","vencer","movimentar","recomendar","segundafeira","restaurante","fase","sala","vão","ministro","consumar","sempre","autoridade","obrigatório","segurança","funcionar","algum","cantina","regra","conselho","interior","secundária","docente","colocado","períodos","meio","santo","centro","presidente","acesso","revelar","guardar","inclusive","viseu","bastar","número","dinheiro","policial","comparar","carnaval","nacionalidade","dia","publicado","castelo","dia","madeirar","manter","banca","rt","abaixar","anterior","fase","elevar","freguesia","última","peregrino","golegã","distrito","braga","baixar","oeiras","entrar","jun","taxar","nível","maior","linha","passado","baixar","subir","indicador","última","seguro","frequência","portar","russo","indicador","acima","ocupação","índice","vir","rki","acumulado","níveis","seguir","áfrica"
"29","citar","através","camboja","estrangeiro","aeroporto","arsenal","ilhar","humberto","turista","bpi","fevereiro","assinatura","chinês","gel","porta","transportar","cumprir","abrir","máscara","chuc","levantar","aumentar","reabrir","hong","cubar","reabertura","refeições","poder","solicitar","entanto","pedir","deter","conselho","secundária","encerramento","espanha","equipamento","atividades","vila","proteção","próximos","elevar","obrigatório","limitação","extremamente","pinhel","rki","nestes","bispar","duarte","março","henrique","quatro","lotar","economia","tendência","níveis","estabilidade","castelo","desconfinamento","matriz","distrito","aqui","mourar","última","cumulativo","quadro","abril","passado","metropolitano","alto","cumulativo","semana","loulé","maior","linha","cumulativo","jorge","único","linha","índice","nacional","índice","cumulativo","dominante","têm","acima","lisboa","relação","autor","castelo","face","densidade","mantém","rt","ponto","agência"
"30","infetados","subir","tripulação","positivar","aérea","itália","transportador","delgado","marinhar","português","situar","anunciar","carril","roupar","espaço","espaços","cafés","balnear","lisboa","utilização","cliente","ajuntamento","regra","capital","espaços","metropolitano","santarém","letivo","lisboa","funcionamento","dispersar","obrigatório","ano","superior","esplanada","totalmente","redar","municípios","horário","estabelecimento","enviar","algum","braga","urbano","incidência","semana","controlar","reduzido","adequado","janeiro","beirar","subir","coimbra","setembro","vila","controlar","aplicar","cem","tornear","linha","vermelhar","valor","franco","índice","evolução","situação","passado","crescimento","acima","tejo","continental","quadro","índice","olhão","gráficos","vila","lisboa","menos","insa","novo","números","vila","ligeiramente","sete","portugal","semana","nenhum","julho","taxar","subir","transmissibilidade","passar","etário","nacional","regiões","semanal","agências"
