"","2020-02-07","2020-02-14","2020-02-21","2020-02-28","2020-03-06","2020-03-13","2020-03-20","2020-03-27","2020-04-03","2020-04-10","2020-04-17","2020-04-24","2020-05-01","2020-05-08","2020-05-15","2020-05-22","2020-05-29","2020-06-05","2020-06-12","2020-06-19","2020-06-26","2020-07-03","2020-07-10","2020-07-17","2020-07-24","2020-07-31","2020-08-07","2020-08-14","2020-08-21","2020-08-28","2020-09-04","2020-09-11","2020-09-18","2020-09-25","2020-10-02","2020-10-09","2020-10-16","2020-10-23","2020-10-30","2020-11-06","2020-11-13","2020-11-20","2020-11-27","2020-12-04","2020-12-11","2020-12-18","2020-12-25","2021-01-01","2021-01-08","2021-01-15","2021-01-22","2021-01-29","2021-02-05","2021-02-12","2021-02-19","2021-02-26","2021-03-05","2021-03-12","2021-03-19","2021-03-26","2021-04-02","2021-04-09","2021-04-16","2021-04-23","2021-04-30","2021-05-07","2021-05-14","2021-05-21","2021-05-28","2021-06-04","2021-06-11","2021-06-18","2021-06-25","2021-07-02","2021-07-09","2021-07-16","2021-07-23","2021-07-30","2021-08-06","2021-08-13","2021-08-20","2021-08-27","2021-09-03","2021-09-10","2021-09-17","2021-09-24","2021-10-01","2021-10-08","2021-10-15","2021-10-22","2021-10-29","2021-11-05","2021-11-12","2021-11-19","2021-11-26","2021-12-03","2021-12-04"
"31","aérea","durante","voar","água","região","sentimento","atividades","impor","segurança","violação","páscoa","autoridade","local","impor","guardar","covid","domingo","local","doença","surto","pública","denúncia","professor","quadrar","certar","disponibilizar","cidade","norteamericano","públicas","bem","bombeiro","italiano","benfica","decisão","cumprir","hancock","protocolo","grupar","coronavírus","antigo","concluir","terceirar","chegado","visita","cortar","receber","news","congresso","news","ricardo","vacinação","cooperação","gouveio","irregularidade","enfermeiro","administração","gouveio","ler","observador","apontar","receber","centro","prevê","trimestre","april","planar","países","forã§ar","trimestre","têm","etárias","filar","meter","grupar","centro","obrigatória","completar","decisão","proteção","centrar","unilabs","adesão","recuperado","existir","tomar","apelar","abranger","residente","reforço","madeirar","afirmar","representar","tomar","inoculado","milhões","resultado","agora"
"32","operação","prever","aérea","municipal","críticos","preventivo","venezuela","guardar","prisão","fiscalização","entrar","restrições","sanitária","diocese","lado","celebrar","reunir","vídeo","mostrar","entrever","papar","fonte","pessoa","presencial","superior","entidade","associação","by","empresa","infetado","positivo","unidade","vitória","resultado","final","fonte","bolhar","atleta","ficar","pinheiro","iniciativo","regressar","voltar","impactar","cuomo","destinar","variante","despesa","ricardo","emitir","pública","idade","prioridade","necessário","público","ministrar","melar","gouveio","associação","rádio","responder","infarmed","aquisição","lembrar","professor","vão","comissão","task","atingir","planar","processar","donativo","faixa","processar","vacinado","administração","modalidade","sobrar","autoagendamento","acrescentar","falhar","autarquia","missão","apenas","concertar","porfí","entregar","através","dizer","aumentar","sistema","indicar","ritmar","tal","fim","desenvolver","agricultura"
"33","reter","desta","submeter","semana","estar","região","penar","casar","guardar","justiça","forças","gelar","francisco","santarém","exceções","lutar","declarações","fim","visitante","regional","idade","condir","jornalista","saber","corredor","utilização","promover","maratona","defender","aprovar","comunicar","of","berlusconi","medir","amorim","dever","notícias","by","jogar","português","autoridade","municipal","avisar","contra","sondagem","in","noite","le","vivar","alunar","realização","grande","rádio","portuguãªs","rocar","ricardo","fazer","clínicos","subsídio","processar","dosar","novidade","negociar","cidadãos","tanto","francês","discutir","saúde","task","afirmar","distribuídas","palestiniano","garantir","administração","coordenador","israel","dar","coordenador","científica","igual","disponível","modalidade","vacinal","gripar","sales","idade","processar","primeiro","confinamento","igual","utente","dois","autoagendamento","centro","medicamentar","dada","aguardar"
"34","seguir","jornalista","sábado","viajante","semana","cabra","calamidade","crime","internar","indulto","preso","pessoa","alamedar","condução","protestar","noite","obrigatório","distanciamento","gomar","dizer","médico","apesar","regra","entrever","demonstrar","anunciar","abertura","santuário","interior","airlines","ter","treinar","levar","campeonato","basquetebol","positivar","surtir","adepto","post","gomar","oito","nações","britânico","restrição","hancock","tedros","who","suécia","continuará","contribuir","associação","familiar","vicealmirante","trabalhar","vacinar","chamar","propor","doente","lembrar","planar","atender","recurso","recurso","ir","afirmar","adulto","ano","secretário","may","chegar","durante","setembro","acelerar","agendamento","pedir","administrar","algum","falha","imunidade","população","portar","cercar","fonte","esquema","lacerda","casar","ano","novembro","tomar","reuters","terceirar","ministério","ser","dgs","administrado","dado","ainda"
"35","base","enfermeiro","tender","autoridade","funcionários","ars","entrado","fronteirar","pessoa","deslocações","cercar","cumprimentar","concelho","foz","humanar","habitualmente","onu","conter","época","ser","vir","proceder","apenas","população","casar","to","vagar","has","concluir","hotel","através","etapa","negativar","normalidade","ferreiro","informar","notícia","cristiano","alojamento","alto","real","and","resultar","rápidos","matt","cuomo","all","antar","totalmente","música","revelar","alemão","médico","estará","tvi","observador","tóquio","melar","fazer","jorge","linha","processo","abranger","cientista","semana","health","produção","utilizar","junho","cercar","astrazeneca","continuar","segundafeira","saúde","dois","jovem","haver","sales","africanar","portal","setembro","explicar","escola","totalmente","grupo","gripar","jovem","ainda","secretário","longo","pontar","primeiro","campanha","completar","administrar","pfizer","airbus"
"36","dois","apresentar","país","chow","escritórios","rua","autoridade","deter","violação","policial","segurança","ovar","período","indicações","emergência","encerrar","género","receber","falhar","autoridade","agente","grupar","evento","pessoa","ensaio","objetivo","estar","licenciamento","ponto","congresso","durante","dois","primeiro","benfica","modalidade","testado","assintomático","treino","cristiano","apenas","taxa","germano","porque","médio","página","custar","fiéis","horar","uci","mínimo","funeral","situação","situações","martim","admitir","rádio","fundar","membro","pessoa","médicos","autarquia","massa","comissão","der","ursula","global","entregar","apoiar","países","cooperação","diretor","divulgado","administração","campanha","grupar","decidir","vacinal","lacerda","dar","ilhar","idade","reservar","partir","ainda","menos","evolução","terçafeira","referir","gripar","lar","respeitar","familiar","receber","começar","começar","parecer","airlines"
"37","ficar","nacional","ficar","turismo","proteção","declarações","proibir","pública","polícias","dunem","vigorar","tribunal","administração","polícia","circulação","semana","oração","cincar","corpo","museu","beber","vereador","minuto","precisar","transmitir","ruir","sistema","that","material","acolhimento","admitir","segundafeira","normalidade","fpf","paços","profilático","aluno","cancro","juventus","ana","fc","jornada","necessário","fazer","in","federação","has","almeida","voltar","recluso","tipo","ressalvar","george","henrique","alteração","guterres","rendimento","evitar","pã´r","agendado","adiantar","escola","negócios","leyen","vicealmirante","alemanha","população","ano","agostar","europeu","ir","pfizer","imunização","vacinal","planar","astrazeneca","processar","efetividade","agendar","processar","vacinal","visitar","semana","macau","papel","administrado","adulto","cascar","confiança","próxima","atualização","totalmente","obrigatória","direçãogeral","milhão","efeito","ajudar"
"38","francãªs","colocado","onde","apresentar","ramo","histórica","serviços","mercadoria","propagação","van","lei","dever","regra","dever","capela","infetado","fechado","londres","tentar","morrer","juntar","noite","presença","terçafeira","controlar","paciente","aérea","cheio","invernar","juventus","dimensão","ficar","marcado","fundão","rúben","ensinar","cidade","pdt","covid","acordar","futebolista","varzim","decisão","dever","by","papar","merecer","suíça","enviar","tests","garantir","secção","rita","defender","sistema","jogo","moçambique","forã§ar","cercar","político","contratar","ordem","respostar","ursula","etária","eua","alemanha","administrado","coordenador","agostar","continente","todo","coordenador","idoso","carro","covid","observador","importante","estar","prever","chegar","sábado","menos","populações","ir","final","margem","imprensar","parlamentar","civil","poder","utente","dezembro","fazer","mil","inoculado","além"
"39","estrangeiro","ministério","força","madeirar","nevar","haver","multar","supermercado","quarentenar","liberdade","estar","prisional","decretar","fonte","justiça","brasileiro","grupar","milão","alívio","quase","circunstâncias","norma","ué","noite","governar","banco","surtir","costumar","público","treinador","oliveira","localidade","guimarães","infetados","vitória","contexto","cumprir","shared","alvo","presidente","através","uefa","terceirar","manter","has","andrew","our","lê","correr","expresidente","urgente","iata","sales","critérios","planar","falar","visitar","pensar","prever","arslvt","dificuldade","vacinado","europeu","imunizar","receber","ir","processar","regional","francês","quintafeira","longo","objetivo","administrar","alargar","compreensão","podar","setembro","sublinhar","querer","primeiro","agostar","janssen","atualização","milhões","pessoal","familiar","militar","mês","quintar","exigir","poderá","campanha","dgs","superior","comité","entregar","alemães"
"40","repatriamento","vão","médicas","local","ilha","fronteirar","regra","póvoa","russo","polícia","norma","incumprimento","domiciliário","governar","vigilância","cumprir","oficial","saãºde","fim","prometer","distrito","mulher","bispar","unidade","autorizar","seis","presencial","peregrino","francãªs","errar","trabalho","covid","territorial","positivar","carneiro","câmara","politécnico","view","amador","falhar","espanhol","will","coronavírus","país","bruxelas","principalmente","notar","vacinação","agência","dizer","poder","alemanha","critérios","haver","ministério","marcar","contactar","proibição","idade","dosar","administrado","portar","milhões","profissional","dizer","luso","vírus","acelerar","the","ir","grupar","forã§ar","acima","inoculações","inoculações","primeiro","paixão","comorbilidades","centro","semana","etária","próximo","última","ficar","docente","tudo","meter","inoculação","presença","recordar","faltar","custo","modalidade","antónio","restante","estudar","alemanha"
"41","parir","jornal","profilático","militar","estrangeiro","açores","guardar","gnr","sensibilização","comercial","impor","sanitária","preso","dezena","durante","medida","suspeitar","dispositivo","entanto","sentido","quase","privado","celebração","domingo","organizado","recolher","necessidade","decidir","poder","ter","parede","encontrar","cumprir","fazer","resultado","comunicação","aveiro","avançado","rápido","contactar","apenas","madeirense","decidir","reunião","coordenador","emergências","antar","trânsito","união","funcionar","dgs","doente","deputado","entrever","terceirar","sublinhar","salvar","fase","fase","junho","cercar","norte","of","sábado","podar","europeu","ue","quartafeira","processar","ritmar","acelerar","task","ir","indiano","astrazeneca","casar","fim","abaixar","idade","centro","domingo","pai","coordenador","sábado","mil","funcionar","primeiroministro","iniciar","carnaval","centrar","embora","portuguãªs","casar","vacinado","tomar","esquema","alertar"
"42","onde","centrar","saída","comunidade","áfrica","declaração","transportar","cabra","situações","libertar","operação","forças","fimsemana","fim","responsabilidade","grupar","campanha","papar","londres","acontecer","cds","centena","deter","parir","revisão","gestão","condições","capital","segundar","europeu","remoto","diagnosticar","resultar","federação","ler","lê","católica","coronavírus","profilático","feira","disponibilizado","multar","dia","ter","luzir","matt","viagem","etapa","psd","decisão","acesso","fase","ana","grupo","fase","mental","conseguir","aqui","bastonário","soar","chamada","nesta","governar","pessoal","população","todo","pronto","ue","percentagem","partilhar","dólares","grupo","faltar","melar","ritmar","ficar","primeiro","esforço","partir","partir","antar","todo","adolescente","formar","formar","permitirá","atingir","haver","imunizante","acompanhar","prazo","comunicar","explicar","farmácias","pfizerbiontech","vacinal","alguém"
"43","retirado","chegar","colocado","autarquia","manuel","sindicato","limitar","malheiro","população","cumprimentar","propagação","justiça","dunem","marítima","contágio","durante","família","bolívia","menos","morte","operação","tvi","governamental","acolher","funcionários","junho","governar","acrescentar","setembro","médio","férias","protocolo","quarentenar","primeiro","aéreas","ainda","uefa","alunar","doença","alterações","portuguãªs","cidade","federação","avisar","diretamente","nhs","falar","terminar","ontem","serviços","competente","bastonário","gestão","existir","essencial","eduardo","números","internar","carreira","marcar","agendamento","gestão","circulação","capacidade","sucesso","semana","twitter","acesso","etária","necessárias","press","segundafeira","todo","etária","proteger","marcar","explicar","grupar","processar","ser","manifestação","militar","gouveio","ministrar","vacinar","aproximar","dezembro","comunicar","ter","máximo","idade","esquema","afirmar","sobrar","idoso","grupar","algum"
"44","horar","escrever","formar","contingência","fronteirar","têm","cafés","incumprimento","vigor","cidadãos","aplicação","desde","sindicalista","medida","francisco","prisão","celebrar","van","acima","aniversário","alentejano","identificação","missa","próximas","coronavírus","ausência","presidente","acolher","deixar","euro","corporação","epidemiar","italiano","sousa","movimentar","nacional","fotografia","bancada","competições","diagnóstico","deslocar","informar","invernar","prever","respostar","sentir","trump","ministrar","comissão","desconhecer","mexer","salientar","causar","sistema","esclarecimento","agostar","ana","correr","cartar","utente","prioritária","astrazeneca","maio","percentagem","capacidade","ghebreyesus","intervalar","comissão","partir","etários","guterres","terceirar","ritmar","adolescente","garantir","disponível","imunidade","adquirir","terceirar","digital","responsável","apenas","melar","faltar","adolescente","justificar","definido","terceirar","centrar","confinamento","coordenador","geral","anunciar","diretorageral","johnson","pfizerbiontech","alimento"
"45","segundar","total","grupar","cuidar","setor","quilómetros","arma","evitar","ministrar","internar","circulação","determinar","vigor","ministério","entrar","riscar","culto","peregrino","epidemiar","registar","punir","dezena","amigar","ativo","especial","recomendado","publicar","to","resultar","dever","integrado","definir","colocado","negativo","outubro","livrar","plantel","atenas","resultado","coronavírus","desportivo","falhar","palácio","provocar","norteamericano","administração","new","vacina","contra","sentir","álvaro","confirmar","vacinado","polícia","armada","profissional","internar","recente","espetáculos","sistema","incluir","adiantar","acima","proteger","haverá","tedros","vicealmirante","temer","adiantar","semana","secretáriogeral","dado","funcionários","jornal","primeiro","nesta","centro","fim","vírus","possibilidade","receber","avançada","portuguãªs","texas","milhões","meter","cobertura","saúde","limitar","ter","doenças","despesa","podar","meio","vulneráveis","imunitária","alto"
"46","repatriar","epicentro","filipina","devidamente","chinãªs","psp","concelho","salvador","vigilância","circulação","encerrado","capital","permitir","zona","fronteira","contágio","encontrar","morte","preocupar","ouvir","subir","grupo","heroísmo","bolsa","membro","famalicão","resposta","normalmente","escrever","isolar","dez","diretor","vicente","resultar","dever","dentro","suécia","próximos","garantir","cumprir","despistagem","complicações","juízes","informação","gaza","brasil","this","indicar","área","técnicas","equipa","internacional","dizer","convocar","têm","bombeiro","cidade","profissional","soar","chegar","médicos","mês","pedir","adulto","ritmar","ursula","imunizar","the","chegar","continente","empregar","agendar","faixar","menos","esforço","dirigir","cascar","menos","planear","mil","garantir","senhor","processar","aberto","desta","ritmar","administrar","final","navio","surtir","partir","faixar","vão","avançou","ser","centro","altura"
"47","aeroporto","trabalhador","local","francãªs","chinar","jorge","sair","estabelecimento","ministério","aplicar","geral","implementado","direito","proteção","começam","celebração","várias","sábado","provocar","conhecer","conviver","homem","ilegal","edifícios","ruir","audiência","donald","habitante","período","casar","joaquim","tratamento","detetado","português","objetivo","autarquia","ua","informar","passar","através","restrições","submeter","souza","após","íntegra","vacinar","biden","independente","infeção","portuguãªs","bastonária","verdade","vacinar","agente","dizer","problema","entrever","números","transmitido","vida","organizar","milhões","confirmar","cercar","primeiro","além","coordenador","antar","produção","atingido","fundação","doação","biden","momento","agostar","marcação","capacidade","direçãogeral","etárias","crianças","apenas","henrique","menor","transmitir","portuguãªs","correspondente","receber","apelar","recusar","dar","dgs","etária","mil","dezembro","benefícios","utente","âmbito"
"48","vão","confirmar","militar","repatriado","laboratório","esplanada","segurança","controlar","ações","autorizado","resistência","funcionamento","obrigação","terminar","objetivo","espanhóis","marítima","formar","dever","gnr","determinado","domingo","parcial","lindar","defeso","vagar","at","funcionários","várias","campeonato","maioria","idade","sete","porque","explicar","david","universidade","redar","gabinete","fazer","agendado","realizar","barrett","responsável","melhor","responsável","st","país","decisão","extraordinário","pandemia","governo","captado","vermelhar","instituição","miguel","habitante","têm","graça","vacinar","jornalista","parar","ser","assim","proteção","estimar","divulgado","têm","portugal","salientar","proporção","meter","taskforce","marcar","divulgado","segundar","dgs","israel","administrado","adolescente","decidir","esquema","faixa","setembro","receber","vicealmirante","segundafeira","especialmente","unir","visitar","têm","gripar","objetivo","após","janssen","dgs","ambos"
"49","fonte","grupar","perto","propor","festival","seattle","desobediência","praia","impor","obrigação","recolhimento","exceto","forças","cidadãos","correr","prudente","realizado","médio","líderes","crianças","multar","tender","libertação","tradicional","doenças","principal","democrata","cercar","associação","trump","algum","apresentar","luzir","publicado","contingência","faculdade","gabinete","irá","informação","positivo","exceção","marcar","assim","ameaça","sofrer","nacional","joe","realizar","and","solidariedade","enviar","regional","prioritárias","cartar","assunto","contexto","sublinhar","chamado","jorge","pessoa","astrazeneca","pouco","dirigente","pedir","agostar","organização","deverá","administrar","imunidade","doar","administrar","intervalar","pessoa","têm","disponível","países","médico","esquema","mil","durante","problema","queimódromo","observador","administração","vão","normal","esquema","presença","observador","oficial","capacidade","bori","saúde","covid","vacinal","saúde","ameaça"
"50","observador","ministrar","todo","temporária","comunidade","marítima","norte","câmara","rússia","segurança","distanciamento","viatura","metro","limitação","popular","protestar","saãºde","direção","último","intensivo","regional","desobediência","decorrer","preso","possibilidade","enfermeiro","has","acusar","grande","apresentar","confirmar","primeiro","francisco","marcar","frente","treinar","colocado","assintomático","primeiro","público","isolado","doença","proteger","empresário","estarão","global","be","vez","comunitária","primeiro","médico","reformado","rtp","dado","ligar","chegar","redar","jogador","direta","meio","fase","vários","gouveio","freitas","totalmente","disponíveis","proteger","planar","próximos","abrir","inteiramente","johnson","países","tomar","bolsonaro","comité","cumprir","vacinal","planar","cercar","primeiroministro","ficar","grupar","entrever","atingir","país","acrescentar","publicado","ano","onde","áfrica","vacina","fase","fim","aberto","hospitalização","américa"
