"","2020-02-07","2020-02-14","2020-02-21","2020-02-28","2020-03-06","2020-03-13","2020-03-20","2020-03-27","2020-04-03","2020-04-10","2020-04-17","2020-04-24","2020-05-01","2020-05-08","2020-05-15","2020-05-22","2020-05-29","2020-06-05","2020-06-12","2020-06-19","2020-06-26","2020-07-03","2020-07-10","2020-07-17","2020-07-24","2020-07-31","2020-08-07","2020-08-14","2020-08-21","2020-08-28","2020-09-04","2020-09-11","2020-09-18","2020-09-25","2020-10-02","2020-10-09","2020-10-16","2020-10-23","2020-10-30","2020-11-06","2020-11-13","2020-11-20","2020-11-27","2020-12-04","2020-12-11","2020-12-18","2020-12-25","2021-01-01","2021-01-08","2021-01-15","2021-01-22","2021-01-29","2021-02-05","2021-02-12","2021-02-19","2021-02-26","2021-03-05","2021-03-12","2021-03-19","2021-03-26","2021-04-02","2021-04-09","2021-04-16","2021-04-23","2021-04-30","2021-05-07","2021-05-14","2021-05-21","2021-05-28","2021-06-04","2021-06-11","2021-06-18","2021-06-25","2021-07-02","2021-07-09","2021-07-16","2021-07-23","2021-07-30","2021-08-06","2021-08-13","2021-08-20","2021-08-27","2021-09-03","2021-09-10","2021-09-17","2021-09-24","2021-10-01","2021-10-08","2021-10-15","2021-10-22","2021-10-29","2021-11-05","2021-11-12","2021-11-19","2021-11-26","2021-12-03","2021-12-04"
"1","the","the","estudar","irão","escola","escola","escola","the","the","escola","aluno","aula","ensinar","escola","aluno","aluno","escola","crianças","infância","células","prisional","prisional","aluno","positivar","escola","praia","lar","lar","concelho","surtir","utente","concelho","utente","utente","surtir","lar","utente","utente","utente","utente","utente","lar","utente","lar","lar","utente","lar","lar","utente","utente","utente","utente","utente","câmara","câmara","câmara","municipal","câmara","município","apoiar","brasileiro","esplanada","isolamento","loja","distanciamento","zmar","requisição","regra","controlado","psp","gnr","máscara","usar","costa","ligar","primeiroministro","atleta","tóquio","macau","escola","tóquio","argentino","hospital","ensinar","entrar","euro","euro","loja","mental","marcelo","defender","poupança","eleitor","comparticipação","farmácias","câmara","aberto"
"2","hospital","paciente","the","aluno","pai","aluno","aluno","and","escola","aluno","aula","professor","escola","aluno","escola","escola","ensinar","escola","jardim","estudar","estabelecimento","trabalhador","exame","confirmar","tomar","câmara","utente","luso","morar","utente","arouca","utente","lar","lar","utente","utente","lar","lar","lar","lar","lar","surtir","lar","utente","utente","lar","testar","utente","lar","lar","lar","lar","lar","lar","lar","municipal","câmara","hoje","civil","lar","museu","desfilar","lar","portar","maio","requisição","resolução","polícia","baltazar","máscara","transportar","obrigatório","máscara","primeiroministro","primeiroministro","espaços","jogo","jogo","emergência","recordar","japão","testar","cidade","trump","trabalhador","milhões","milhões","cidadão","apoiar","presidente","bolsonaro","mear","estratégia","algum","violência","municipal","abrir"
"3","número","vacinar","vacinar","escola","professor","ensinar","ensinar","escola","to","ensinar","professor","of","aluno","professor","ensinar","aula","aula","préescolar","escola","investigador","caxias","tal","estudante","mandela","evento","vila","profissional","surtir","luso","santarém","lar","lar","câmara","hospital","lar","misericórdia","funcionários","surtir","misericórdia","surtir","funcionários","utente","surtir","surtir","surtir","infetados","casar","surtir","funcionários","infetados","surtir","funcionários","funcionários","utente","centro","autarquia","utente","autarquia","câmara","município","bolsonaro","municipal","idoso","distanciamento","mesa","complexo","vieira","admitir","máscara","usar","usar","usar","jogo","antónio","costa","mirar","bori","emergência","testar","letivo","testar","paralímpicos","formar","instituições","certificar","profissional","apoiar","permitir","euro","sousa","evitar","todo","através","regime","deter","centro","acabar"
"4","paciente","hospital","artigo","trump","aluno","aula","estudante","férias","ensinar","aula","ensinar","aluno","educação","aula","creche","ensinar","estudante","ensinar","crianças","instituto","estudar","estudar","politécnico","foz","câmara","concelho","torr","concelho","lar","vila","funcionários","funcionários","évora","surtir","hospital","instituição","misericórdia","misericórdia","luso","luso","infetados","misericórdia","infetados","testar","misericórdia","testar","surtir","funcionários","surtir","funcionários","funcionários","surtir","prisional","luso","municipal","idoso","município","máscaras","industrial","idoso","município","liberdade","conselho","maio","regra","advogar","regra","qualquer","adepto","portar","máscara","encerrar","olímpicos","jogo","voltar","incêndio","tóquio","tailândia","governar","macau","direito","dia","campanha","sobretudo","frança","jornal","estatal","instituto","recuperação","rebelar","vacinação","individual","união","admitir","instituições","lisboa","aceitar"
"5","primeiro","wuhan","jornal","viagem","crianças","estudante","pai","ensinar","of","educação","escola","ensinar","aula","of","aula","creche","presencial","aluno","estudar","fechar","recluso","funcionários","guardar","figueira","município","social","vedro","vila","utente","internado","hospital","municipal","funcionários","santo","beja","surtir","surtir","funcionários","surtir","funcionários","santo","funcionários","funcionários","infetados","testar","funcionários","utente","misericórdia","câmara","distrito","testar","instituição","câmara","bombeiro","utente","lar","programar","lar","santuário","autorização","monumento","aqui","ver","máscara","ministro","observador","teletrabalho","restaurante","andreia","lotação","estabelecimento","tóquio","público","usar","fonte","testar","britânico","capital","após","tóquio","confirmar","julho","fase","formar","trabalhar","site","apoio","frequência","medido","europeu","podar","câmara","pandemia","farmácias","cidade","farmácias","acelerar"
"6","coronavirus","investigador","correr","universidade","the","letivas","filho","of","universidade","exame","of","april","the","educação","pai","educação","distância","educação","educação","calamidade","observador","todo","municipal","diretora","empresar","cumprimentar","funcionários","morar","vila","concelho","instituição","luso","infetados","internado","ulsba","idoso","instituição","santo","funcionários","infetados","misericórdia","testar","santo","isolamento","infetados","surtir","infetados","santo","concelho","concelho","instituição","idoso","surtir","município","lisboa","anunciar","euro","município","forças","jogo","mercado","abrir","acesso","decorrer","restaurante","turístico","zmar","máscara","pessoa","ter","vigor","vão","espaços","máscara","antónio","reabertura","olímpicos","olímpicos","jogo","realizar","emergência","mãªs","pontar","atividades","digital","juntar","recuperação","passaporte","jovem","problema","mundo","podar","prolongar","vieira","vidar","autarquia","achar"
"7","testar","february","investigador","teerão","viagem","pai","aula","march","in","the","the","escola","universidade","ensinar","letivo","observador","aluno","bocar","israel","tentar","escola","hotel","câmara","câmara","física","isenção","dgs","évora","évora","lar","santarém","distrito","concelho","beja","infetados","santo","santo","infetados","idoso","idoso","idoso","casar","positivar","positivar","funcionários","positivar","luso","idoso","misericórdia","municipal","idoso","santo","luso","idoso","oeiras","estacionamento","economia","luso","todo","máscara","acesso","feira","sef","festa","evento","nuno","psp","metro","regra","distância","limitar","organizador","tóquio","gabinete","regressar","discoteca","olímpica","filipina","decretar","evitar","luzir","tóquio","fernando","donald","então","financeiro","certificar","tornar","pandemia","internacional","nações","economia","milhões","testar","serviços","regime","acompanhado"
"8","february","in","vírus","to","trump","professor","educação","to","crianças","to","educação","on","regressar","coimbra","escolar","crianças","crianças","nadadoressalvadores","comparar","sul","sindicato","der","suspender","facebook","educação","segurança","luzir","municipal","câmara","hospital","câmara","câmara","idoso","positivar","funcionárias","bragança","positivo","luso","santo","centrar","distrito","positivar","misericórdia","testado","idoso","idoso","idoso","infetados","instituição","surtir","infetados","infetados","social","agência","idoso","apoiar","autarquia","concelho","cidadão","todo","luso","esperança","images","liberdade","obrigatoriedade","proprietários","ministrar","psp","nunes","alarmismo","públicos","cercar","obrigatório","tóquio","bancada","restrições","johnson","japão","hospital","lista","deter","salário","araújo","docente","certificado","onu","níveis","sugerir","exterior","recuperação","barroso","tráfego","argentino","quantum","sns","moeda","acompanhar"
"9","chinar","coronavírus","universidade","qom","to","alunar","on","aluno","filho","presencial","acesso","in","jovem","may","crianças","presencial","respostar","infância","menino","projeto","direçãogeral","texto","município","isolamento","positivar","distanciamento","nível","câmara","funcionários","morar","testar","município","luso","funcionários","profissional","funcionários","hospital","idoso","infetados","instituição","testar","concelho","centrar","funcionários","santo","hospital","sintoma","instituição","santo","instituição","vila","luso","casar","municipal","norte","portar","online","enviado","idoso","salvar","segurança","arte","tratamento","coimbra","obrigatório","psp","trabalhador","estádio","jogar","discoteca","albufeirar","social","distanciamento","julho","jogo","atleta","positivar","acelerar","surtir","delta","incidente","presidente","prematuro","começou","euro","restauração","europeu","economia","permitir","fundamental","freguesia","acesso","surgir","rápidos","trabalhar","gratuito","aconselhar"
"10","pessoa","podar","homem","entrado","aula","universidade","to","we","aluno","professor","april","distância","letivo","exame","professor","exame","terçafeira","comandante","calamidade","municípios","exame","atuação","colaborador","escola","informar","explicar","internado","distrito","freguesia","luso","surtir","civil","ilegal","infetados","instituição","funcionárias","luso","fonte","vila","misericórdia","surtir","infetados","testar","detetado","positivar","instituição","funcionários","distrito","infetados","câmara","misericórdia","câmara","idoso","concelho","isolamento","luso","luso","vacinação","local","luso","seis","atividade","podar","filar","festa","silvar","existir","medida","ficar","medida","local","medida","máscaras","distância","ter","causar","contactar","dever","estar","prevenção","apenas","investigação","regime","digital","vigor","obter","economia","mundial","avançar","digital","mãªs","assumir","municípios","ministério","continuar","fil","acontecer"
"11","avança","dia","investigação","the","alunar","educação","the","in","letivo","secundário","have","have","professor","fenprof","exame","of","próximo","jardim","creche","escola","música","projetos","escola","infetado","após","santo","senhor","utente","surtir","câmara","concelho","proteção","positivar","luso","testar","hospital","testar","unidade","fonte","unidade","luso","câmara","isolamento","trabalhador","casar","testagem","misericórdia","casar","distrito","rir","distrito","misericórdia","instituição","funcionários","capacidade","assembleia","apoiar","distrito","emergência","combater","municipal","luso","reabrir","ir","teletrabalho","rádio","silvar","praia","estádio","manter","manter","cumprimentar","transportar","positivar","tomado","estar","testar","hospital","medido","testar","comportamento","japão","detetada","letivo","setor","ficar","permitir","tempo","violência","república","poder","considerar","notar","comunicação","aula","autarca","acordar"
"12","in","contra","mulher","iraniano","eua","the","escolar","this","aula","april","secundário","educação","estudar","in","velho","professor","creche","época","confiança","madrid","contágio","descobrir","festa","colaborador","identificar","positivar","civil","internado","montemornovo","funcionários","internado","fonte","município","concelho","casar","casar","encerrar","casar","hospital","hospital","positivar","hospital","instituição","provocar","isolamento","resultar","positivar","concelho","comunidade","hong","luso","ambulância","pouco","surtir","consulta","leiria","presidente","executivo","questão","câmara","federação","lar","municipal","usar","lotação","internar","odemira","distância","exterior","qualquer","abranger","dever","livrar","olímpicos","correr","parque","liberdade","confinamento","certificar","decretar","afirmar","contactar","considerar","presencial","cidade","além","combater","crescimento","afirmar","milhões","altura","internet","crise","considerar","holandãªs","centrar","acreditar"
"13","of","of","equipa","país","turma","docente","universidade","will","and","of","letivo","tested","reabrir","escolar","associação","nobre","reabertura","condições","familiar","the","guardar","von","ipg","testar","testar","comportamento","reguengo","funcionários","pescador","ativos","distrito","isolamento","fonte","idoso","positivar","saltar","idoso","câmara","unidade","santo","castelo","distrito","negativar","autarca","hospital","casar","évora","luso","municipal","kong","positivo","provedor","vila","autarquia","militar","centro","feirar","farmacêuticos","isolamento","bolsonaro","alimentar","escola","entrar","horar","ilegal","empreendimento","obrigatório","evento","usar","noite","vão","local","deixar","luxemburgo","máscara","sector","sul","liberdade","responsável","coronavírus","apelar","empresa","joão","estudante","quartafeira","assim","além","apoiar","pouco","nações","apoiar","afirmar","donald","militar","rápidos","sns","acrescentar"
"14","tratar","taxar","avaliar","proibir","universidade","atividades","refeições","estudante","férias","distância","presencial","presencial","internet","pai","may","regressar","regressar","estabelecimento","pai","relativamente","corpo","queixar","ferreiro","casar","dgs","presidente","ordem","hospital","continuar","intensivo","sintoma","casar","testar","évora","positivo","montalegre","bragança","positivo","instituição","hospitalar","casar","portalegre","fonte","ter","concelho","luso","câmara","detetado","município","surto","vedro","agência","vacinado","santo","vila","utente","hoje","utente","guardar","bairro","concertar","mercado","canadá","social","máscara","casa","praia","ministrar","segurança","comercial","operação","deslocações","públicos","emergência","positivar","confinamento","isolamento","reuters","durante","japão","ir","ler","maio","governar","ensinar","portuguãªs","jogar","durante","família","fome","unido","oms","educação","crise","hds","carlos","adhanom"
"15","to","publicar","taxar","february","in","presencial","professor","at","pai","ano","to","to","plataforma","disciplina","ano","andré","abrigar","aula","adulto","quintafeira","alves","fábrica","presidente","ensinar","comunicar","empresários","distrito","cultura","subir","fonte","municipal","santarém","autarca","câmara","funcionários","infetados","fonte","évora","agência","agrupamento","instituição","profissional","resultar","testagem","infeção","autarca","hospital","évora","évora","coronavírus","concelho","pessoa","distrito","lisboa","presidente","hoje","lar","unidade","alimento","albuquerque","jair","feirar","norma","observador","pessoa","cautelar","regime","corpo","eua","fechado","encerrar","livrar","ar","ir","público","johnson","bbc","máximo","território","território","dever","detetados","garantir","euro","jornal","acompanhar","siza","arrancar","ecdc","querer","presidente","página","justificar","realização","superior","funcionar","adiantar"
"16","wuhan","segundafeira","causar","fronteirar","encerrar","faculdade","agrupamento","professor","april","básico","canal","avaliação","escalar","presencial","profissional","distância","sul","regressar","incidência","hoteleiro","artista","estabelecimento","testar","municipal","encerrado","regra","situações","positivo","distrito","distrito","caso","instituição","militar","testar","detetado","positivar","infetados","positivar","positivar","beja","internado","santo","covid","aguardar","caso","covid","santo","provedor","vila","luso","santo","autarca","enviado","vila","município","agência","executivo","apoiar","peregrino","butantan","cá","museu","confinamento","centro","terminar","civil","civil","específicas","zona","regra","distanciamento","teletrabalho","decisão","recolher","após","cidade","aldear","quintafeira","corpo","medida","centrar","deverá","ver","ver","itália","empresar","porque","euro","acesso","certificado","cimeiro","português","trump","excecional","outro","criar","administrativo"
"17","instituto","primeiro","contar","anunciar","encerramento","superior","estabelecimento","on","presencial","twitter","brandão","the","carvalho","on","regressar","escolar","pai","lugar","levantamento","ferrar","guarda","rapidamente","paços","dgs","facebook","medido","luso","município","idoso","autarca","bombeiro","testar","hese","instituição","unidade","luso","negativo","hospital","subir","positivar","sarscov","oito","positivo","despir","testagem","distrito","operacional","mação","comunicar","município","municipal","vila","autarquia","covid","freguesia","pagamento","face","programar","fonte","forças","comercial","alimentar","médico","psp","ruir","gnr","proprietários","pedir","fase","evitar","renovar","continental","regra","partir","ser","público","ser","decretar","japão","instituições","contudo","exigir","investigação","superior","dar","voo","pouco","crise","decisões","unido","conta","efe","doação","prorrogar","protestar","presidente","admitir"
"18","assim","investigação","dia","paquistão","filinto","turma","diretores","pai","morar","on","básico","who","april","docente","educação","have","setembro","mobilidade","regressar","levantamento","fonseca","serviços","básica","pessoa","vendar","empresar","câmara","póvoa","luís","xira","santo","misericórdia","municipal","município","concelho","militar","positivar","distrito","hospitalar","distrito","câmara","aluno","idoso","santo","hoje","positivo","vila","testar","agência","testagem","sarscov","casar","concelho","crianças","funcionários","informar","instituições","pavilhão","respeitar","proteção","feirante","vasco","governar","fila","regular","vieira","festejo","vieira","qualquer","adepto","desconfinamento","comunicação","ir","espaços","fim","desconfinamento","organização","domingo","japonãªs","portugal","individual","viajante","prever","bom","tratamento","ciência","melhor","pouco","considerar","dezembro","act","epidemiologista","problema","medida","natal","portar","adoção"
"19","morto","respiratória","primeiro","aula","consumidor","instituto","we","educação","digital","and","tiago","and","superior","nogueira","infância","may","universidade","voltar","fechar","mear","hospital","contacto","ensinar","informar","chamado","distrito","edifício","edifício","infetadas","cuidado","ativos","veiro","surtir","ilegal","enfermeiro","serviço","centrar","internado","casar","testar","escola","explicar","trabalhador","realização","distrito","vila","covid","surto","casar","bragança","provedor","social","norte","cincar","ano","surtir","distrito","surtir","redar","nacional","anual","vendar","in","estudante","governar","miradouro","observador","situação","leite","policial","incumprimento","espaços","julho","noticiar","etapa","contágio","the","vendar","tailândia","infetado","jogar","medida","coreia","chegado","onu","museu","querer","acesso","garantir","união","desenvolver","milhões","diplomar","associação","regime","rápidos","adquirir"
"20","segundar","diagnosticado","quantum","pai","march","encerramento","post","have","march","letivo","costa","regressar","escolar","meet","presencial","entrever","educação","famílias","investigador","edição","geral","redar","autarquia","grupar","vila","escola","polícia","civil","intensivo","franco","unidade","internado","instituição","colaborador","assistente","testar","beja","instituição","dois","casar","unidade","ensinar","profissional","distrito","autarca","restante","município","infetadas","provedor","detetado","câmara","recluso","internar","infetados","aces","sintra","justiça","social","social","mundo","mundo","maioria","limitar","ecdc","social","providência","dizer","ruir","garantir","restrição","médicos","desconfinamento","jornal","sub","internacional","vários","começou","rápido","contingência","estar","chamar","rastrear","estrear","orientações","apoiar","castrar","cidade","aberta","europeu","chamada","porém","velocidade","justiça","silvar","horário","natal","aérea"
"21","from","estudar","inicialmente","voo","observador","to","casar","páscoa","coimbra","disciplina","digital","tests","diretores","again","to","colégio","lindar","criança","ciência","france","trabalhador","saúde","positivar","estabelecimento","setembro","aérea","distanciamento","proteção","municipal","boletim","positivo","idoso","civil","nove","luso","falhar","internado","ulsba","internado","estruturar","isolamento","instituição","casar","negativar","santarém","misericórdia","urgência","total","gravar","paulo","limar","segurança","presidente","évora","surtir","município","informar","planar","autarquia","governar","acusar","lourenço","brasileiro","silvar","confinamento","entrar","francisco","segurança","livrar","lugar","fonte","ir","vão","autorizar","tipo","máscara","realizar","bancada","resolução","infarmed","pedrar","contenção","estranhar","científicas","transportar","história","apresentar","lisboa","social","preço","estrangeirar","através","moçambique","natal","bélgica","trabalhar","aéreas"
"22","doente","ser","publicar","suspender","amador","colégio","crianças","filho","jack","costa","computador","digital","in","queimar","maioria","letivo","ano","rodrigar","fenprof","serviço","realizar","leyen","encerrar","presidente","calixto","familiar","ruir","cuidado","positivo","montemornovo","social","autoridade","aces","ourique","misericórdia","centrar","militar","coronavírus","viçosa","coronavírus","positivo","cama","distrito","centrar","coronavírus","identificar","isolamento","positivar","surto","recuperar","portalegre","testar","após","sarscov","marcar","autarca","digital","equipa","cliente","real","internar","produto","vivar","municipal","gestão","regra","advogar","ajuntamento","ar","bar","entrar","vigor","fase","medido","discoteca","usar","abertura","público","orientações","após","realização","características","afluxo","código","testagem","apoiar","agostar","organização","portugal","partilhado","problema","estar","evolução","prever","setembro","nações","aeronave"
"23","afp","profissional","sobrar","turquia","of","instituição","will","now","on","in","rodrigar","iefp","meet","serenata","drones","setembro","inglês","creche","levantada","ilha","garantir","monitorizado","presencial","aluno","grupar","qualquer","total","comunidade","ciborro","positivar","vila","funcionário","presidente","funcionária","operatório","profissional","ciência","josé","revelar","agência","oliveira","centrar","resultado","dois","provocar","sequência","ligeiro","quatro","campeonato","através","instituições","vedro","santo","durante","ocidental","empresa","social","armada","máscara","utente","principal","reunir","documentar","entrar","supermercado","morador","evento","causar","metro","limitar","junho","japão","anunciar","sempre","europeu","sistema","municipal","tomado","declarar","variante","adiado","aldear","momento","pontar","apresentar","contra","destacar","medido","defender","refeições","prémio","maria","pedir","testagem","apoiar","festejo","aeroporto"
"24","estirpe","apenas","paciente","donald","branco","of","this","cenários","superior","avaliação","distância","atividades","is","well","dizer","máscaras","administrador","estudante","préescolar","estabelecer","prestar","recluso","infetados","frequentar","através","joão","positivar","agência","condir","pessoa","alvarenga","negativar","bombeiro","autarca","saúde","josé","testado","revelar","enfermar","infeção","estruturar","luso","concelho","mulher","covid","infetadas","realização","serviço","hoje","autarca","voluntários","permanecer","misericórdia","administração","autarquia","lisboa","reunião","centrar","freguesia","parceiro","empresar","associação","últimos","identificar","psp","administração","rádio","adepto","obrigatória","presidente","julho","funções","japonãªs","incluir","medida","abrigar","cidade","enfrentar","cidade","tanto","cortar","fernández","preparar","cada","noticiar","mil","enfermeiro","portar","doença","alimentação","vacinar","distribuição","bem","declarações","crise","noite","afetadas"
"25","coronavírus","sars","diretor","afeganistão","mãe","estabelecimento","superior","regime","avaliação","brandão","rtp","jovem","parceria","fita","prometer","been","infância","professor","semelhante","regressar","serviços","verdadeiramente","lê","alunar","explicar","contar","norteamericanos","autarquia","município","doente","casar","surtir","internado","casar","bragança","positivo","resultar","agência","resultado","escola","centrar","covid","luso","infetado","sarscov","concelho","concelho","beja","mêda","proteção","fundação","ruir","inem","arrancar","presencial","administração","reserva","todo","hoje","solicitar","preparar","ir","testar","programar","agradecer","noite","migrante","estabelecimento","probabilidade","perceber","regra","salários","japonês","profilático","evento","desporto","imprensar","normalidade","terçafeira","semanal","recinto","ser","definir","escolar","médicos","proteína","despesa","trabalhar","bom","energia","autarca","prever","essencial","junho","aceitar","cidade","afetados"
"26","médicos","coronavirus","partir","países","educação","and","letivas","superior","marçal","escolar","pai","online","presencial","todo","of","docente","in","brandão","primeiraministra","preventivo","calamidade","julgamento","ser","guardar","todo","luso","ars","pessoa","autarca","instituição","luso","hoje","detetado","detetado","município","vila","colaborador","centrar","alentejano","município","viana","quatro","referir","morte","sintoma","beja","dor","dois","instituições","dizer","josé","sete","autarca","fonte","trabalhador","presidente","surto","forças","portuguãªs","provar","portar","voltar","luís","obrigatório","beber","tribunal","nuno","querer","incumprimento","notícia","estudante","mínimos","organizador","distanciamento","jornal","situado","terminar","ficar","imediato","funcionários","verdadeiro","dois","combater","certificado","mil","idoso","caminhar","vacinação","empresa","insuficiente","lamentar","cimeiro","solidariedade","avançar","bom","laboratórios","afirmar"
"27","estar","to","ser","arar","on","portimão","plataforma","residências","irs","conteúdos","in","famílias","largar","assistir","indígenas","jardimescola","associação","primeiraministra","emergência","têm","três","observador","carla","dourar","internet","pandemia","residência","fonte","testar","comportar","isolamento","santo","encerrar","unidade","confirmar","concelho","fernandes","resultar","cincar","três","residencial","morrer","social","presidente","ter","menino","assistente","morrer","publicar","quarentenar","agência","viana","portalegre","áreas","agrupamento","fundar","forças","operacional","freitas","cujo","todo","hoje","segurança","entrada","ir","acordar","contactar","lembrar","domingo","domingo","força","fase","indevido","internacional","escola","secretariar","escrever","maior","coordenação","medido","violação","sexto","detetados","linha","ficar","economia","estádio","vacinar","britânico","objetivos","internacional","declarações","serviço","financeiro","através","serviços","afp"
"28","tratamento","afp","enviar","mobilidade","ensinar","secundária","by","projeto","educação","rtp","televisão","rtp","demorar","regressar","jenrick","rodrigar","federação","criado","professor","recolher","turma","tanto","edifício","menino","tutelar","utente","manifestante","trofa","agência","municipal","autarca","arouca","hospital","realizado","castelo","resultado","isolamento","aluno","hoje","apoiar","coronavírus","escolar","infeção","jogador","coruche","três","provocar","subir","ativos","situação","morrer","realçou","alto","covilhã","general","miguel","veículos","contra","coimbra","paulo","último","segundafeira","frisar","erasmus","podar","ministério","correr","turista","porque","têm","ação","números","aceleração","pedir","profilático","alar","tratar","isolamento","apresentação","certificar","ler","secundário","madeirar","britânico","anúncio","permitir","temporário","publicar","coimbra","europa","recuperação","contra","ministrar","antigénio","câmara","distrito","áfrica"
"29","estudar","mulher","assunto","and","limpeza","encarregado","and","lenir","distância","alunar","exame","letivo","maria","brandão","is","reabertura","resposta","capital","agravamento","hora","semelhante","branco","refeições","realizar","sítio","conseguir","antónio","fábrica","simão","testar","testado","penacova","dizer","após","santarém","agência","câmara","local","testar","resultar","fonte","gnr","unidade","concelho","provedor","caso","detetado","presidente","infetadas","misericórdia","quatro","prisional","centrar","fpf","artista","adiamento","provedor","municipal","ir","realização","terminar","ruir","regressar","avenida","consulta","dizer","governar","manter","públicos","posição","físico","gnr","local","sanitária","futebol","local","impactar","alargar","picar","pandemia","macau","portugal","próxima","tratamento","abranger","consecutivo","redução","mundo","gestão","relacionar","optar","primeiroministro","república","vacinação","restrição","afirmar","agência"
