"","2020-02-07","2020-02-14","2020-02-21","2020-02-28","2020-03-06","2020-03-13","2020-03-20","2020-03-27","2020-04-03","2020-04-10","2020-04-17","2020-04-24","2020-05-01","2020-05-08","2020-05-15","2020-05-22","2020-05-29","2020-06-05","2020-06-12","2020-06-19","2020-06-26","2020-07-03","2020-07-10","2020-07-17","2020-07-24","2020-07-31","2020-08-07","2020-08-14","2020-08-21","2020-08-28","2020-09-04","2020-09-11","2020-09-18","2020-09-25","2020-10-02","2020-10-09","2020-10-16","2020-10-23","2020-10-30","2020-11-06","2020-11-13","2020-11-20","2020-11-27","2020-12-04","2020-12-11","2020-12-18","2020-12-25","2021-01-01","2021-01-08","2021-01-15","2021-01-22","2021-01-29","2021-02-05","2021-02-12","2021-02-19","2021-02-26","2021-03-05","2021-03-12","2021-03-19","2021-03-26","2021-04-02","2021-04-09","2021-04-16","2021-04-23","2021-04-30","2021-05-07","2021-05-14","2021-05-21","2021-05-28","2021-06-04","2021-06-11","2021-06-18","2021-06-25","2021-07-02","2021-07-09","2021-07-16","2021-07-23","2021-07-30","2021-08-06","2021-08-13","2021-08-20","2021-08-27","2021-09-03","2021-09-10","2021-09-17","2021-09-24","2021-10-01","2021-10-08","2021-10-15","2021-10-22","2021-10-29","2021-11-05","2021-11-12","2021-11-19","2021-11-26","2021-12-03","2021-12-04"
"36","ainda","escrever","sobrar","possível","saúde","tomada","tomada","faltar","europeu","contra","ainda","importante","povo","aqui","porque","respostar","desconfinamento","propor","pcp","pedrar","ter","presencial","questionar","holanda","meio","avançado","país","adiado","evento","divulgação","fazer","então","portar","desfilar","centro","direção","economia","partido","ministrar","ps","recolhimento","têm","propor","debater","ser","michel","reunião","período","presidência","infarmed","ana","site","aérea","agendar","membro","salário","tipo","editor","filipina","bancárias","empresários","mês","cultura","atividade","grande","siza","hospital","possibilidade","dizer","crise","ajudar","administração","explicar","evento","provocar","aberto","empresa","exército","próximo","entrar","tvi","mil","dosar","discutir","secretáriogeral","trabalhar","crédito","maria","relacionado","qualidade","escassez","dispor","controlo","pandémica","garantir","beja","airlines"
"37","contudo","sobrar","máscaras","participar","problema","rir","deputar","secretário","picar","tudo","podar","sánchez","catarino","martim","estar","querer","cds","falar","defender","suplementar","ouvir","condições","podar","ter","destinar","decorrer","última","reconhecer","setembro","ciclo","real","pinheiro","públicos","israelita","mil","realizado","euro","impor","dizer","partir","criticar","venturo","tempo","ps","quadrar","sousa","podar","bom","aguardar","noite","organizar","renovação","gomar","aí","colocar","primeiroministro","situações","livro","financeiro","estacionamento","observador","profissional","jogo","pretender","luso","comunicar","exigir","cultura","especialista","recuar","suficiente","informações","principal","euro","justificar","incidência","reunião","psp","notícias","vacinado","industrial","contra","semestre","polícia","carlos","sentir","descrever","colaborador","roma","inquirido","nadar","errar","agrupamento","gripar","eventual","ministro","ajudar"
"38","decorrer","ver","ordem","aplicação","fronteira","profissional","conselho","considerar","vírus","venturo","riscar","saber","deputar","precisar","rir","deixar","nunca","medida","ruir","deputar","andré","espanha","santo","sublinhar","defender","mão","elemento","inicialmente","europa","competição","facto","local","restrições","anunciado","recordar","pandemia","vermelhar","liberal","melhor","limitação","responsabilidade","antónio","querer","afirmar","entender","quarentenar","planar","imprensar","sic","venturo","primeiroministro","saber","ir","carlos","considerar","milhões","financeiro","alargamento","empresários","agregado","referir","milhões","suspenso","projeto","praia","diversão","sublinhar","enfermeiro","garantir","milhões","quase","diretor","forças","conseguir","instituições","imprensar","português","facilitar","sintoma","receber","metro","enviar","alemanha","ações","espírito","dificuldade","filipe","alimentar","sousa","cardoso","oposição","molecular","forças","perito","idear","segurança","além"
"39","palavra","mentir","porque","português","formar","contratação","líder","governar","têm","tempo","tomar","deputar","respeitar","haver","venturo","portugal","saber","presidente","economia","orçamental","governar","acionista","falar","ser","presidente","necessário","importante","sanitárias","comunidade","deco","confinamento","além","covid","conclusão","medida","decisão","negociações","perguntar","atividade","pcp","considerar","favor","votar","considerar","deputar","europeu","parir","manter","bom","antónio","negativar","conhecer","várias","cima","governar","tudo","pedir","setores","mendes","pobreza","sexual","medido","ações","passar","abertura","receber","atual","horários","disponibilizar","apoiar","república","necessários","cumprimentar","bom","afirmar","empresa","ofertar","gás","obrigatório","vacina","museu","costa","residência","ana","france","necessário","comprometer","segurar","desportivo","complicações","britânicas","carregal","salário","sempre","amanhã","conselho","alemães"
"40","vidar","próprio","adiantar","apontar","defender","enfermeiro","portuguãªs","picar","freitas","reunião","votar","líder","pan","difícil","injeção","dinheiro","pan","ver","razão","fernando","começa","sempre","declarações","afirmar","tomar","vieira","portavoz","confinamento","sul","beirar","comunidade","abrir","apenas","aliviar","aumentar","qualquer","mortágua","críticas","reunião","sousa","poder","debater","restritivo","poder","martim","evitar","cimeiro","conferência","responsabilidade","tiago","ir","primeiroministro","ferrar","alves","atividade","permitir","lê","economia","prestações","enfrentar","mobilização","querer","ganhar","portuguãªs","começar","querer","querer","pagar","comércio","alojamento","mantém","relativo","reforço","doença","levar","responsável","apoiar","neste","ser","campanha","conta","pequim","epidemiar","italiana","atuais","tornar","física","vítor","feirar","gaiar","sazonal","presidente","autarca","trabalhador","pedrar","decisões","alemanha"
"41","bom","pensar","impactar","ver","quinzenal","falar","porfí","rir","podar","sociedade","tempo","fazer","haver","esquerdar","compromisso","temer","programar","fundamental","assumir","capital","ninguém","existir","ninguém","proteção","primeiroministro","superior","potencial","vírus","relacionado","sentido","chinês","permitir","medido","patrick","recuperar","medida","medida","medido","secretáriogeral","líder","vidar","costa","pedir","podar","reunir","oficial","acusar","passagem","testar","belém","mesa","mariano","funções","gastar","permitir","moratórias","começar","reforço","irs","setor","aumentar","regime","hotelaria","pedido","portugal","pandemia","empresa","ahresp","preocupar","ilha","respostar","prestar","profissional","continuar","social","propor","rádio","milhões","juntar","segundafeira","ps","promover","justificar","provável","complementar","trabalhador","segurar","residencial","agir","dificuldade","formar","testar","educador","madeirense","rebelar","secretária","alertar"
"42","negócios","nesta","aqui","tratar","venturo","capacidade","psd","graça","cds","contenção","gradual","poder","rebelar","bloco","parceiro","emergência","ir","além","responder","crise","futurar","afirmar","realidade","cada","haver","especial","parecer","grande","decretar","confinamento","gratuito","crise","sete","dizer","terrestre","aumentar","processar","ajudar","cima","martim","fazer","rebelar","questionar","permitir","lembrar","agendar","garantido","dizer","próxima","presidência","debater","joão","rever","talvez","optar","retomar","real","declaração","criar","milhões","individual","junho","motivo","festival","próximo","participar","abrir","garantir","explicar","deixar","números","económicas","insistir","destinar","sob","infarmed","cidade","diverso","anterior","governar","vigorar","uls","aluno","creche","superar","profissional","gastar","brandão","eficaz","concluir","querer","insuficiente","equivalente","croácia","podar","primeiroministro","alguém"
"43","estar","possibilidade","ninguém","europeu","fazer","necessário","secretário","voltar","ouvir","sánchez","presidente","defender","deputado","austeridade","rebelar","resolução","presidente","aqui","questionar","aula","concreto","banco","venturo","defender","combater","enfrentar","acontecer","primeiroministro","podar","áfrica","levantar","luís","controlar","médicos","chave","fazer","deputado","oliveira","concertação","requisição","ir","pan","ninguém","líder","mínimo","frisar","videoconferência","lotar","silvar","realizar","reunião","públicos","amanhã","pouco","vez","receber","efeito","albuquerque","valor","trabalhar","contar","desenvolver","períodos","fundar","encontrar","prémio","cultura","praia","agência","sistema","portugal","subsídio","algarve","militar","âmbito","período","forte","gratuito","estudar","jovem","emissão","espetáculo","presentar","le","tratado","tempo","proteína","gravidade","esforço","razões","feirar","começa","nuno","vão","ana","pedrar","algum"
"44","agora","apesar","usar","recentemente","sim","diretorageral","sns","porque","destacar","esforço","responder","ruir","vidar","fundamental","poder","política","porque","achar","líder","fazer","manifestação","precisar","sánchez","líder","afirmar","afirmar","praia","portuguãªs","trabalhar","defender","contentor","linha","julho","alguém","federal","ficarão","aprovar","públicos","crítica","apontar","reunir","ser","sales","intervenção","estará","passagem","democracia","hoje","ver","riscar","eleitoral","importante","quanto","todo","presidente","mal","retomar","vacinado","mês","financeiro","crédito","executivo","regime","empresarial","secretária","infraestrutura","contratação","quatro","serviços","poder","aqui","transição","agravamento","tomada","vacinação","durante","brasileiro","macron","certificar","algum","protestar","ginásios","mãªs","maneiro","democracia","apresentar","vagar","arouca","física","mercar","concluir","atualmente","posição","considerar","venturo","fronteira","alimento"
"45","apoiar","restaurante","passar","formar","quantum","líder","aqui","deixar","poder","admitir","saída","momento","sublinhar","direito","ministrar","ver","conseguir","andré","pan","sair","portugal","querer","ver","criticar","consulta","sistema","documentar","instituição","menos","três","vêm","após","coronavírus","rapidamente","código","recolher","aberto","sublinhar","ir","crise","psd","primeiro","criticar","janeiro","manter","apontar","trabalhar","equipamento","partir","twitter","site","finanças","apontar","abril","destinar","pedido","querer","acrescer","finanças","discoteca","governar","cultural","valor","recorrer","permitirá","turísticos","investir","publicar","permitir","efeito","período","repercussões","receber","revisão","maio","enfermeiro","serviço","protesto","sextafeira","aprovar","quadrado","justiça","provocar","analista","esquecer","dia","turismo","avisar","vitória","funcionários","importante","lotação","projetos","atividades","ps","páscoa","alto"
"46","ligar","alertar","português","porque","acontecer","joão","momento","tempo","votar","falar","vidar","sentir","partido","ter","república","empréstimo","fundar","bloco","recuperação","presidência","tudo","chefe","poder","posição","máscaras","português","comunidade","dever","preparar","euro","primeiraministra","saber","repatriado","teatro","compensar","espalhar","generalidade","deixar","podar","ministrar","marcelo","empresa","têm","vagar","ouvir","após","considerar","avançado","necessário","ouvir","tiago","provável","salvar","vacina","imediato","setores","médicos","pequeno","defeso","pequeno","associação","haver","avançou","cgtp","faça","certificado","acesso","desembarcar","precisar","formar","pretender","ryanair","situação","memória","distrito","plano","recuperação","contra","parque","comum","certificado","máxima","juntar","porto","profundar","usar","descontar","detetado","diante","essencial","funcionários","aparecer","incumprimento","assembleia","âmbito","presidente","altura"
"47","vírus","ligado","tentar","defender","catarino","coisa","belém","vírus","admitir","antónio","líder","tudo","pr","falar","coisa","relatório","responder","saber","crise","julho","questionar","portuguãªs","fundamental","frugal","dar","público","sistema","defender","jogo","saúde","notícias","restrições","academiar","risco","prisão","israelita","resposta","intervenção","sim","mãªs","defender","belém","restauração","saída","famílias","falar","consciência","clube","ruir","eleições","coronavírus","clínico","miguel","garantir","controlo","empresários","faltar","visar","tecnologia","défice","necessidade","alterar","perceber","extra","acesso","governar","quase","mudar","apoiar","norma","famílias","presidente","hoje","milhões","necessário","rastrear","impor","tratar","procedimento","projeto","gravar","residência","principal","rita","sanitário","agostar","familiar","surto","reportagem","jornada","alarmar","correr","planalto","sentir","economia","companhia","âmbito"
"48","defender","acontecer","santo","fazer","ser","processar","questionar","lembrar","facto","melhor","reunião","austeridade","ir","propor","vidar","nunca","tudo","responder","suplementar","escolher","pouco","momento","nadar","podar","conseguir","tender","setembro","preparar","plano","defeso","responsável","querer","comer","solução","móvel","pobre","enumerar","cima","ps","pequeno","serrar","cotrim","chegar","infarmed","contenção","responsabilidade","líderes","cumprimentar","números","candidatura","presidência","gonçalves","agradecer","ligar","recomendação","quantum","antar","trabalhador","ter","empregar","indicar","relevante","pagamento","putin","anunciar","estabelecimento","costa","reserva","exemplo","fernando","fmi","república","circulação","luso","ordem","água","final","dispersar","divulgação","diverso","poder","alcoólicas","reportado","cavacar","votação","escola","sobretudo","taxa","ditadura","trabalhador","saber","novamente","comprovativo","antecipar","estar","temer","ambos"
"49","alguém","rádio","visita","portugal","questão","enfrentar","melhor","fundamental","sales","lutar","sousa","manuel","celebrar","problema","lembrar","ouvir","nadar","siza","social","uefa","podar","ensinar","europeu","existir","empresa","inicialmente","acima","partir","recentemente","estender","altura","dessar","medir","visitar","stayaway","função","precisar","votação","empregar","trimestre","circulação","situação","observador","be","questionar","charlar","francês","bento","formar","matias","rtp","suportar","efe","reunião","extraordinário","colocar","antónio","dar","viajante","partir","sistema","restauração","cultural","declarações","empresários","contrapartida","pagar","britânicos","mãªs","atitude","visar","necessário","milhões","profissional","revelar","justificar","americano","africanar","duração","sanitária","italiano","despir","política","contribuições","protesto","formar","espaço","têm","mulher","situação","proteger","apelar","carregal","especialista","esperar","poder","ameaça"
"50","internet","visitar","considerar","distrito","permitir","ter","ser","viver","esforço","têm","ir","religioso","sobrar","assembleia","fundamental","continuar","fundamental","liberal","acontecer","nojo","belém","infraestrutura","julho","partido","aplicação","receita","final","formar","servir","buenos","inscrever","imediatamente","bbc","anunciar","ir","negar","prr","medida","cip","vez","dificuldade","questionar","contágio","necessárias","avisar","parlamentar","cooperação","espetáculos","apontar","terçafeira","argentino","trabalhar","português","atleta","progenitor","solidariedade","receber","livrar","salário","pandemia","alargar","introduzir","geral","geral","apresentar","audição","empresários","região","investimento","encerrado","privar","principal","condições","dizer","garantir","matéria","noticiar","empresa","particularmente","medina","condição","consumir","cidade","instar","manifestações","el","recomendação","setor","revelar","antigo","necessárias","contactar","amanhã","executivo","tomar","área","américa"
