"","2020-01-31","2020-02-07","2020-02-14","2020-02-21","2020-02-28","2020-03-06","2020-03-13","2020-03-20","2020-03-27","2020-04-03","2020-04-10","2020-04-17","2020-04-24","2020-05-01","2020-05-08","2020-05-15","2020-05-22","2020-05-29","2020-06-05","2020-06-12","2020-06-19","2020-06-26","2020-07-03","2020-07-10","2020-07-14","2020-07-24","2020-07-31","2020-08-07","2020-08-14","2020-08-21","2020-08-28","2020-09-04","2020-09-11","2020-09-18","2020-09-25","2020-10-02","2020-10-09","2020-10-16","2020-10-23","2020-10-30","2020-11-05","2020-11-13","2020-11-20","2020-11-27","2020-12-04","2020-12-11","2020-12-18","2020-12-23","2020-12-31","2021-01-08","2021-01-15","2021-01-22","2021-01-29","2021-02-05","2021-02-12","2021-02-19","2021-02-26","2021-03-04","2021-03-12","2021-03-19","2021-03-26","2021-04-01","2021-04-08","2021-04-14","2021-04-23","2021-04-30","2021-05-07","2021-05-14","2021-05-21","2021-05-28","2021-06-04","2021-06-11","2021-06-18","2021-06-21","2021-06-29","2021-07-09","2021-07-15","2021-07-30","2021-08-05"
"21","world","central","outbreak","revelation","street","police","rescue","statement","amazon","ppe","federal","andrew","need","healthcare","store","patient","personal","county","news","angeles","new","jersey","phase","suarez","number","outdoor","sheriff","restriction","nonessential","churchs","ministry","south","order","arrest","social","venue","local","limit","ban","travel","people","reopen","close","part","christmas","public","order","british","will","negative","restriction","curfew","entry","ban","tyrol","travel","boris","start","instruction","digital","nonessential","hospital","new","hospital","hour","lockdown","government","sunday","oxygen","tope","assistance","period","just","economic","moderate","symptom","news","postpone","focus"
"22","many","december","doctor","speech","inside","doctor","people","kit","help","gov","military","federal","manufacture","federal","grocery","worker","court","washington","mobile","conference","restaurant","abbott","weekend","gathering","bottom","desantis","park","allow","venue","government","attend","distance","six","andrews","step","maximum","chief","open","space","hour","conte","measure","limit","los","lockdown","new","south","new","hour","household","requirement","republic","kong","ease","red","saturday","case","country","remain","restrictive","indoor","test","prime","guest","metric","indias","doctor","due","storm","mucormycosis","avoid","old","period","flu","behavior","report","restriction","arrest","stay"
"23","china","die","damage","liu","battle","plan","work","protective","management","city","stockpile","fda","gov","ppe","california","county","bukele","hutchinson","phase","test","today","de","york","dine","go","require","young","measure","bar","face","restaurant","shut","island","melbourne","boris","gov","must","household","ireland","man","australian","strict","gym","move","enforce","area","navajo","announce","rule","prompt","spread","johnson","introduce","will","arrival","three","ease","school","close","kluge","outdoor","surge","will","shop","bed","cylinder","devastate","countrys","shortage","infection","hospital","public","coronavirus","government","familiar","everyone","similar","nancy","expose"
"24","read","grief","video","wuhan","pyongyang","attack","million","shortage","emergency","state","andrew","shortage","city","city","vatican","jersey","care","rule","trace","mask","violate","new","require","ask","statewide","covering","rhode","baker","close","event","rule","flight","hong","distance","allow","organizer","capacity","korea","mayor","measure","new","outdoor","australian","operate","jan","sport","curfew","border","restriction","london","fine","kingdom","decline","ireland","hancock","impose","border","uk","period","south","uruguay","spread","capacity","intensive","prime","bengal","territory","admit","district","taipei","letter","large","comparison","minister","early","available","point","really","moratorium"
"25","train","censor","million","xinhua","tech","peak","wild","worker","stockpile","help","personal","respirator","mayor","administration","shipment","equipment","facility","turner","region","citys","enforce","bar","say","judge","reopen","miami","citation","order","local","quarantine","abe","face","bar","service","level","desantis","cruise","travel","burnham","visitor","delivery","city","state","restaurant","limit","must","resident","freight","coronavirus","except","prime","daily","test","australia","extend","must","test","near","person","sport","merkel","flight","torch","turkey","local","shortage","overwhelm","parliament","drug","wave","datum","spread","predict","provider","past","effective","committee","keep","test"
"26","transport","lunar","story","political","government","will","supply","healthcare","shortage","treat","mask","production","donate","hospitalization","dalai","blasio","get","arkansas","download","andrew","department","florida","miamidade","phase","say","operate","reopen","hall","fair","trace","park","greek","police","hong","address","establishment","resume","must","strict","service","region","chicago","indoor","ontario","stay","bed","icu","area","spread","tier","board","europe","resident","hancock","lockdown","rule","interview","leave","county","minister","prime","gathering","numb","bolsonaro","lockdown","medical","modi","ministry","recover","indias","increase","angeles","wave","seasonal","distance","cdc","pandemic","capitol","symptom"
"27","control","delete","jinping","million","january","president","country","esper","convert","defense","center","newsom","de","site","mayor","commencement","bill","facility","two","news","dallas","will","newsom","statewide","governor","carolina","state","serve","will","minister","close","order","rule","allow","ardern","curfew","sri","traveler","must","conference","national","lift","curfew","premier","open","resident","activity","transport","entry","boris","allow","country","secretary","ramaphosa","currently","variant","lift","countrys","capacity","embassy","shop","outdoor","case","record","total","west","ministry","oli","weaken","hard","family","implement","chief","zero","little","recommend","podium","numb","contract"
"28","report","front","friend","effort","takeout","crisis","drive","employee","army","management","gown","mayor","capacity","will","governor","st","executive","spike","state","yorker","hospital","resident","outdoor","business","andrew","business","vote","guard","gather","sarangjeil","announce","people","country","impose","pub","wear","scottish","financial","household","close","government","sport","must","religious","social","ban","essential","truck","announce","national","pcr","decision","suspend","africa","south","kong","sunday","ministry","set","angeles","frances","holiday","home","country","health","ban","chief","report","maharashtra","renew","check","learn","less","unit","respondent","control","friday","officer","flu"
"29","prevent","trade","social","beijings","wall","jong","animal","billion","volunteer","federal","treat","ppe","gown","kerala","court","news","murphy","business","new","one","dc","mandate","face","capacity","blasio","young","area","violation","guest","jacinda","province","berlin","eat","rally","case","england","open","prime","outdoor","retail","border","can","quarantine","measure","countys","curfew","visit","strain","result","border","airline","nhs","london","home","measure","restaurant","rule","passenger","british","rise","macron","stay","restaurant","care","record","report","local","bad","mucormycosis","shortage","exceed","police","india","intensive","time","outbreak","implement","exposure","game"
"30","life","target","sign","transparency","official","truth","capital","fda","million","pritzker","navy","musk","raimondo","provide","state","charge","shipment","office","staff","restaurant","florida","desantis","pause","wear","suarez","say","require","covering","gathering","ban","outdoor","korea","melbourne","social","england","household","court","outdoor","uks","come","traveler","bubble","ban","monday","restaurant","regional","department","driver","measure","scotland","england","advice","england","whitty","prime","monday","measure","indoor","disney","worker","people","minister","friday","infection","maharashtra","high","care","shortage","indias","rise","link","vacation","study","winter","low","closely","response","feel","park"
"31","station","billion","face","geng","name","scale","police","uber","new","illinois","surge","personal","patient","swab","nurse","saturday","hutchinson","federal","city","store","seat","houston","close","gym","get","simple","visitor","food","jacinda","highway","will","wave","seouls","enter","place","customer","son","park","business","reopen","andrews","red","pm","place","close","bay","sydney","international","england","strict","salvador","prevalence","uks","pm","germany","case","spread","permission","letter","castex","friday","close","place","ministry","daily","narendra","infection","amid","also","city","lockdown","median","re","kid","one","experience","just","within","protest"
