"","2020-01-31","2020-02-07","2020-02-14","2020-02-21","2020-02-28","2020-03-06","2020-03-13","2020-03-20","2020-03-27","2020-04-03","2020-04-10","2020-04-17","2020-04-24","2020-05-01","2020-05-08","2020-05-15","2020-05-22","2020-05-29","2020-06-05","2020-06-12","2020-06-19","2020-06-26","2020-07-03","2020-07-10","2020-07-14","2020-07-24","2020-07-31","2020-08-07","2020-08-14","2020-08-21","2020-08-28","2020-09-04","2020-09-11","2020-09-18","2020-09-25","2020-10-02","2020-10-09","2020-10-16","2020-10-23","2020-10-30","2020-11-05","2020-11-13","2020-11-20","2020-11-27","2020-12-04","2020-12-11","2020-12-18","2020-12-23","2020-12-31","2021-01-08","2021-01-15","2021-01-22","2021-01-29","2021-02-05","2021-02-12","2021-02-19","2021-02-26","2021-03-04","2021-03-12","2021-03-19","2021-03-26","2021-04-01","2021-04-08","2021-04-14","2021-04-23","2021-04-30","2021-05-07","2021-05-14","2021-05-21","2021-05-28","2021-06-04","2021-06-11","2021-06-18","2021-06-21","2021-06-29","2021-07-09","2021-07-15","2021-07-30","2021-08-05"
"21","close","diamond","positive","malaysia","leave","cdc","sail","base","aircraft","uss","disembark","test","body","isolation","latin","show","save","space","demonstration","place","lockdown","factory","asymptomatic","daniel","locally","worker","daniel","woman","recent","worker","zapata","result","airborne","panic","prerecord","defend","mike","white","contract","policy","tedros","political","deborah","georgia","billion","spend","money","check","amount","raise","transition","zients","official","trump","hh","put","work","pilot","trillion","will","progress","way","percent","whether","lose","host","lot","action","immune","brief","away","include","million","exceed","caution","year","virtually","reinstate","proof"
"22","china","guest","holland","american","resident","kit","newsom","ms","fly","coast","miami","member","card","roosevelt","minister","easily","border","food","thousand","stress","beijings","district","locally","chinese","catalonia","ignore","jersey","find","minister","across","victoria","defeat","record","veteran","national","wing","vary","joe","weekend","personal","palace","night","call","military","offer","package","bipartisan","republican","provide","employment","american","supply","plan","bidens","verify","american","know","joe","dependent","former","fda","hear","mcconnell","good","transmission","irish","arrive","assess","must","review","set","avoid","notice","figure","assessment","trouble","wane","beshear","effective"
"23","protest","service","entry","ministry","vessel","negative","air","station","marine","commander","test","gaulle","family","camera","external","baby","sea","work","work","tuesday","seafood","local","suburb","coronavirus","infection","record","state","home","state","june","project","consumption","africa","rage","speech","good","world","analysis","lose","press","williams","member","really","political","member","lawmaker","liability","sign","american","white","team","us","effort","immigration","jen","center","death","psaki","income","infrastructure","psaki","law","visit","clinic","watch","get","like","message","delay","number","without","pandemic","visit","industry","labor","find","cdc","propose","conference"
"24","say","japan","onboard","leave","british","county","regal","georgia","sailor","onboard","defense","ministry","colorado","march","economy","australias","shelter","go","discussion","maharashtra","wu","sunday","conduct","contain","drive","hong","neighbor","source","quarantine","shift","hong","victoria","early","respond","right","leave","take","full","claim","virus","handle","struggle","effort","slaoui","include","deal","struggle","unemployment","individual","minister","focus","reverse","vaccine","secretary","plan","concern","lose","note","press","republican","plan","please","good","personnel","become","fight","see","seek","company","hospitalization","need","currently","illinois","issue","mark","risk","courtesy","facility","regardless"
"25","call","employee","tokyo","several","positive","tell","line","coast","laredo","theodore","esper","guam","italian","complete","honor","company","elderly","half","virus","blame","hebei","wholesale","new","new","little","rise","murphy","premier","total","restriction","texas","january","want","early","citizen","save","country","american","spread","tedros","newspaper","package","become","event","event","benefit","white","spend","benefit","congress","expand","plan","available","hoge","allege","brief","hold","get","family","way","tell","ppp","way","program","say","handle","follow","obtain","impact","close","south","advice","sunday","screen","prospect","country","two","announce","implement"
"26","service","carrie","america","america","disembarkation","japan","onboard","caribbean","modly","exhibit","symptom","australian","case","zealand","zealand","thailand","disaster","highlight","george","accord","epidemiologist","cluster","sample","link","state","caregiver","melbourne","daniel","italy","case","publish","program","donald","book","system","boy","action","see","plane","attack","rally","meadow","offer","donald","framework","proposal","republican","assistance","floor","decide","make","secretary","team","production","secretary","threat","million","guideline","go","secretary","impact","get","everyone","particularly","infect","around","hospital","vatican","recent","atlanta","within","sustain","situation","site","sweep","vaccination","guidance","contact","encourage"
"27","territory","vote","hong","disembarkation","return","drop","everglades","carry","theodore","port","transfer","naval","military","general","fast","brazils","mask","pack","task","kit","fresh","german","food","warn","warn","word","kimmie","enforce","organizer","find","increase","nba","stage","leadership","donald","handle","europe","take","decree","mike","campaign","watch","transition","department","work","aide","protection","american","income","lose","lead","will","executive","federal","back","whether","trump","thing","couple","vice","migrant","efficacy","sure","biden","additional","move","facility","bite","publish","history","friday","threat","whether","struggle","economist","ability","psaki","due","also"
"28","quarantine","action","caribbean","tokyo","port","liner","resident","chile","enforcement","guam","australian","personnel","australia","mark","downplay","metro","emergency","grave","outbreak","movement","vegetable","wave","hebei","kazakhstan","rule","simple","shire","officer","victorian","island","zoom","africa","always","february","medical","chinese","failure","world","debate","control","election","source","election","continue","caucus","white","vote","lawmaker","fund","netanyahu","cnn","donald","send","send","visit","donald","coordinator","team","sign","tax","immediately","around","place","immediately","nearly","just","wednesday","investigator","union","often","include","screen","severe","traveler","attend","able","will","file","recommendation"
"29","macao","staff","allow","negative","guest","hawaii","member","explorer","uss","aboard","crozier","charles","bolsonaro","outside","newborn","use","strong","guard","dr","cumulative","zunyou","authority","australia","report","test","daniel","announce","impose","melbourne","sweden","victorian","find","contagious","mask","question","without","tackle","tout","kamala","even","comment","invest","power","back","mccarthy","vote","mitch","schumer","help","fast","provide","leader","act","deploy","sander","document","honor","track","tax","giroir","track","fund","know","change","numb","mislead","challenge","ppp","provide","violate","time","france","pandemic","advance","read","abroad","follow","recommend","outbreak"
"30","tourist","american","american","line","uk","gavin","travis","zealand","caribbean","disembark","melim","de","test","dock","brazils","jair","inside","steven","us","sense","novel","link","live","people","add","four","hospital","man","visit","sturgeon","surge","august","touch","donald","un","kill","citizen","quote","preparedness","place","call","ben","britain","face","president","senator","nancy","legislation","sander","spain","company","mandate","gen","site","tapper","ultimately","cnns","go","money","sure","federal","press","individual","state","american","martin","procedure","company","move","spectator","record","weekend","number","contractor","issue","access","may","implement","add"
