"","2020-01-31","2020-02-07","2020-02-14","2020-02-21","2020-02-28","2020-03-06","2020-03-13","2020-03-20","2020-03-27","2020-04-03","2020-04-10","2020-04-17","2020-04-24","2020-05-01","2020-05-08","2020-05-15","2020-05-22","2020-05-29","2020-06-05","2020-06-12","2020-06-19","2020-06-26","2020-07-03","2020-07-10","2020-07-14","2020-07-24","2020-07-31","2020-08-07","2020-08-14","2020-08-21","2020-08-28","2020-09-04","2020-09-11","2020-09-18","2020-09-25","2020-10-02","2020-10-09","2020-10-16","2020-10-23","2020-10-30","2020-11-05","2020-11-13","2020-11-20","2020-11-27","2020-12-04","2020-12-11","2020-12-18","2020-12-23","2020-12-31","2021-01-08","2021-01-15","2021-01-22","2021-01-29","2021-02-05","2021-02-12","2021-02-19","2021-02-26","2021-03-04","2021-03-12","2021-03-19","2021-03-26","2021-04-01","2021-04-08","2021-04-14","2021-04-23","2021-04-30","2021-05-07","2021-05-14","2021-05-21","2021-05-28","2021-06-04","2021-06-11","2021-06-18","2021-06-21","2021-06-29","2021-07-09","2021-07-15","2021-07-30","2021-08-05"
"11","tell","wait","go","medium","town","schedule","play","primary","abe","abe","voter","hold","prison","sesame","virtual","play","school","family","team","sleep","play","league","statement","online","quarantine","statement","statement","postpone","game","capacity","contact","staff","league","blasio","phase","meal","korea","league","team","candy","cancel","basketball","schedule","website","saint","game","white","diagnosis","journal","net","department","shanghai","andrew","dine","teacher","resident","due","venezuela","april","district","staff","staff","fully","spring","hill","association","pain","campus","redfield","remote","kid","macys","feel","state","thing","age","despite","wear","staff"
"12","worry","online","qiushi","home","zone","hall","suspend","resort","ioc","team","play","prison","man","hold","event","live","club","nba","restart","result","nfl","class","class","statement","will","positive","will","studentathletes","womens","test","coach","game","stadium","cardiac","schedule","will","nfl","facility","coach","event","practice","amish","military","osterholm","early","police","statement","antarctica","potential","letter","say","expect","gov","de","new","person","appointment","michigan","vaccination","rate","american","treaty","teacher","statewide","pennsylvania","exception","global","learn","participate","offer","rate","district","way","consider","final","prevention","facility","regardless","regardless"
"13","food","embassy","cnn","express","hold","march","club","hold","team","olympic","list","cancel","digital","kong","blue","pandemic","cnns","pandemic","game","team","class","positive","university","school","return","team","cancel","division","studentathletes","fall","nfl","mayor","travel","nfl","allow","schedule","test","cancel","academy","world","limit","staff","pentagon","tournament","schedule","hear","vice","president","team","vaccination","woman","bill","positivity","park","person","dewine","rate","educator","worker","education","department","return","instruction","racial","pakistan","interest","prison","push","ventilation","bill","campus","will","employee","antibiotic","financial","test","social","everyone","mayor"
"14","last","video","ship","hotel","red","organizer","nba","nba","schedule","cancel","ballot","judge","full","pandemic","flyover","mlb","student","cnns","college","positive","will","team","baseball","university","protocol","stadium","nba","ncaa","cardinal","allow","staff","season","schedule","employee","sport","florida","protocol","series","event","win","funeral","design","college","florida","protocol","tweet","prime","army","square","york","see","norwegian","defender","stadium","reopen","positivity","extend","add","five","person","numb","psaki","university","honor","canadas","critical","development","income","person","miamidade","program","additional","explain","real","sweep","member","guidance","order","state"
"15","family","even","room","geng","cancel","gathering","parade","will","player","july","primary","player","supreme","hall","statue","commencement","life","return","eight","percentage","august","staff","club","will","july","game","university","football","big","positive","travel","mlb","positive","illinois","date","football","notre","play","passenger","face","fine","member","ncaa","basketball","thunder","georgetown","mike","prime","republican","positive","ohio","maskwearing","michigan","cuomo","de","teacher","county","county","rhode","three","open","safe","district","offer","exception","level","bad","college","policy","person","offer","vaccination","player","patient","rule","remove","contact","mayor","policy"
"16","try","wear","time","want","mass","play","basketball","sport","delay","hold","homeless","lawyer","criminal","parent","live","kong","safe","sport","online","kong","fall","stadium","game","semester","orlando","isolation","philadelphia","baseball","athletic","tournament","result","passenger","season","test","city","dame","man","reschedule","saturday","space","event","christmas","unlv","play","lopez","election","negative","woman","woman","citizen","eric","study","bill","blasio","blasio","public","oregon","federal","instruction","learn","three","person","remote","care","advisory","measure","person","question","department","will","record","ask","gradually","gov","consider","sick","must","guidance","city"
"17","line","almost","home","strict","easter","decision","april","organizer","japan","festival","supreme","booth","election","cnn","glove","world","bengal","member","governor","cancel","statement","game","play","ml","shield","mother","campus","coach","decision","stadium","stadium","big","team","museum","postpone","notre","son","field","southern","statement","statement","season","fan","indias","announce","organize","biden","biden","french","de","turner","fight","dewine","restaurant","andrew","new","blasio","capacity","vaccinate","implement","visit","world","percentage","shoot","level","canadian","patient","leave","strategy","require","vaccinate","andrew","mexicos","add","senior","ventilation","several","face","university"
"18","inside","try","point","real","match","correspondent","gathering","tokyo","decision","football","nba","campaign","ticket","july","mental","hong","kid","play","rally","disney","justice","cancel","semester","return","statement","federal","phillies","cardinal","league","ncaa","cancel","open","city","player","player","sideline","gen","test","sport","operation","enforce","attend","staff","baltimore","test","michigan","lady","negative","condition","host","bill","account","county","limit","appointment","state","veteran","effort","island","massachusetts","month","cover","grade","public","person","surgery","department","fall","utah","system","decrease","show","digital","cut","feel","implement","activity","staff","face"
"19","university","last","understand","everything","behind","concern","march","announce","world","jazz","evers","cast","stadium","next","kentucky","thunberg","train","actress","george","game","campus","tournament","college","fall","program","train","ticket","university","campus","nba","aug","flight","sport","qantas","umrah","food","chief","season","social","field","outlet","student","ohio","defense","positive","admit","office","cdc","statement","set","prevent","china","yorker","bill","site","city","chance","per","education","tapper","toward","tass","hybrid","work","low","semester","still","department","response","recognize","will","positivity","standard","good","example","case","de","gov","court"
"20","day","weekend","disappearance","ask","wall","minister","fan","april","shinzo","shinzo","season","census","festival","race","cancel","manfred","read","author","radio","late","athletic","return","teacher","schedule","safety","race","student","cancel","coach","statement","shah","quarantine","blasio","de","fall","seat","game","park","follow","soccer","responsible","ahead","host","prioritize","several","cnn","physician","selfisolate","positive","dec","resident","federal","state","site","resident","andrew","essential","state","cooper","safe","mental","interest","child","campus","offer","university","important","address","rest","mayor","yorker","th","build","family","back","california","past","indoor","missouri"
"21","medium","see","rebecca","effective","everyone","committee","schedule","close","season","august","poll","poll","hunt","committee","supreme","hold","friend","graduate","hold","iowa","baseball","tennis","staff","safety","fall","immigration","positive","decision","member","red","lawsuit","decision","de","coach","celebration","sunday","league","korea","distance","public","together","exam","sport","postpone","football","miami","cnn","attorney","person","schedule","event","say","every","andrew","massachusetts","release","say","day","person","cardona","back","kindergarten","return","film","situation","application","district","requirement","tweet","online","begin","cnn","home","back","job","mask","bill","texas","vaccination"
"22","public","drone","small","road","shop","fashion","jazz","park","july","year","commissioner","pandemic","concert","park","brother","event","near","ceremony","nba","match","uefa","schedule","will","orlando","campus","baby","bubble","resume","schedule","mississippi","big","york","two","plan","perform","postpone","staff","cruise","precaution","activity","bay","event","basketball","participate","zealand","player","georgia","briefing","cnn","council","open","appointment","go","jersey","safety","positive","school","great","focus","staff","go","impact","survey","yorker","hour","regional","virus","social","leave","sign","since","bill","say","adult","pfizer","condition","face","teacher","executive"
"23","want","line","write","tell","wear","competition","race","league","organizer","date","pandemic","client","pandemic","robot","one","fan","west","american","autopsy","due","protocol","announce","return","game","football","play","postpone","championship","positive","spectator","season","club","september","mayor","pilgrim","fan","event","statement","statement","test","league","social","mens","list","violate","state","richmond","research","quarantine","island","citys","boston","dos","county","capacity","go","minister","five","child","control","district","back","poll","semester","light","begin","surface","pandemic","low","teacher","anyone","every","many","monday","note","fall","age","georgia","covering"
"24","already","leave","indian","unprecedented","together","year","will","suspend","japanese","online","game","tour","hold","detention","hand","virtual","area","tonight","eye","will","school","fan","orlando","instruction","nba","jay","miami","announce","test","coach","game","psg","announce","city","capacity","tennessee","release","coach","crowd","social","minor","liverpool","season","priority","league","phone","attend","wife","infect","three","cut","argument","ohio","rate","nfl","eligible","justice","monday","mayor","keep","teacher","meet","province","kick","khan","statement","nyc","headache","campus","fall","block","program","develop","also","show","need","office","status","order"
"25","people","food","wait","every","go","match","without","tour","international","japan","mlb","due","arrest","season","journalist","major","lady","train","protest","australia","houston","sport","tour","announce","individual","lompoc","football","letter","nba","previously","nine","allow","manchester","sport","plan","nfl","court","lincoln","regular","university","field","away","tournament","positive","pakistan","personal","european","symptom","early","member","cohen","id","capacity","eligible","department","rate","longterm","worker","de","maintain","poll","alone","retail","englands","risk","province","towards","mask","lockdowns","staff","bus","department","business","announce","state","include","advisory","louis","year"
"26","supply","share","adoption","visit","street","holi","statement","athlete","year","stadium","schedule","sentence","campaign","play","cnns","childrens","hold","plant","floyd","olympic","association","plan","major","course","college","sport","baseball","athletic","competition","resume","sport","vote","tournament","series","turn","year","postpone","practice","colorado","home","schedule","saturday","due","host","oklahoma","twitter","minister","live","member","oil","queen","right","statewide","cnns","bill","march","reach","especially","pharmacy","significant","percent","education","care","house","country","keep","statement","class","combination","public","chicago","chicago","york","access","covid","cdcs","condition","st","bus"
"27","become","worry","cooper","learn","door","cnn","close","statement","sport","delay","golf","schedule","charge","question","force","cooper","risk","together","event","proposal","event","football","nba","back","competition","blue","coach","play","guest","ticket","city","facility","will","fan","part","shift","demand","financial","stadium","eat","ceo","another","colorado","football","er","house","spokesperson","presidentelect","symptom","nebraska","fiscal","example","appointment","state","education","power","state","hall","john","jake","respondent","russian","education","commissioner","go","concern","frontline","moderate","participant","recovery","district","decade","will","advice","ability","closely","since","lucas","public"
"28","embassy","empty","everyone","scare","march","union","mens","decision","hold","international","win","federal","game","live","man","spectator","keep","david","square","tournament","plan","train","tournament","learn","soon","email","orlando","protocol","ten","will","ten","statement","contact","parade","fan","import","currently","sunday","mexico","fan","president","sit","brown","king","host","familiar","emmanuel","french","safety","larry","dodger","medium","old","draw","instruction","personnel","chief","de","capacity","mask","continue","tedros","toronto","return","center","leave","remote","whether","far","kemp","size","student","gov","colleague","able","infect","expect","encourage","parent"
"29","even","read","feel","police","league","will","organizer","june","canada","edinburgh","june","win","lee","postpone","love","tesla","university","get","authority","date","negative","test","festival","fc","association","store","store","aug","baseball","sport","council","visitor","houston","studentathletes","notre","announce","additional","nfl","activity","justin","korea","league","play","indigenous","website","sport","contact","case","city","immigrant","research","distance","letter","release","indoor","contact","put","brown","resident","due","keep","russia","offer","alert","school","life","along","education","superintendent","classroom","mobile","protocol","adult","critical","abroad","keep","can","covering","classroom"
"30","able","home","see","carnival","milan","hotel","show","justice","paralympic","film","hold","burks","san","grand","human","greta","super","restart","follow","gov","hong","marathon","graduation","person","facility","allow","staff","semester","mens","saturday","postpone","city","pm","perform","start","staff","sunday","distance","protocol","birthday","program","soccer","kansas","nfl","arrest","team","exposure","personnel","president","portuguese","man","look","athletic","murphy","court","mayor","dr","baker","learn","difference","safe","positive","program","andrew","new","public","cancel","los","isolate","august","lightfoot","minor","state","immediately","access","monitor","less","today","recommend"
"31","street","catch","say","really","hotel","sxsw","premier","film","election","schedule","delay","parliamentary","mass","njoroge","hold","cnns","sport","match","league","justice","church","september","sport","protocol","national","outside","series","opt","athlete","home","stop","houston","arrive","stadium","news","series","different","tuesday","practice","pediatrics","within","mens","florida","college","manage","night","secretary","leader","equipment","group","location","everyone","kluge","several","celebrate","book","monday","manaus","prioritize","long","avoid","together","announcement","reduction","house","associate","factor","level","subject","class","nyc","stadium","administrative","impose","accord","maintain","big","news","similar"
"32","thing","live","hotel","beijing","rest","audience","olympic","play","reschedule","statement","meal","man","july","summer","late","football","major","stadium","formula","hang","staff","baseball","attend","dallas","class","general","activity","activity","pac","announce","member","champion","quarantine","justice","parade","sand","september","time","financial","less","force","nba","university","colorado","fine","holiday","presidentelect","release","source","rico","reflect","full","change","vaccination","texas","blasio","vaccinate","dr","real","union","billion","stay","datum","reduce","california","desantis","spread","child","special","order","tuesday","attorney","walk","mass","account","clean","box","kansas","charter"
"33","think","xinhua","worry","man","set","twitter","formula","jazz","park","mile","app","game","ioc","gupta","global","air","distance","lady","silver","athletic","announce","august","start","major","condition","office","date","statement","cancel","conference","nebraska","oakland","match","fall","organizer","trace","result","first","win","player","around","harm","personnel","delay","nov","remove","present","team","symptomatic","raise","mortuary","event","rate","kentucky","commissioner","jacinda","away","little","can","rule","need","american","close","family","vaccination","williams","test","secretary","deploy","believe","limit","anvisa","attend","near","across","teacher","busy","executive","desantis"
"34","wear","red","train","asia","selfquarantine","annual","ncaa","ioc","club","primary","championship","charge","result","event","watch","even","hong","orlando","throughout","student","college","person","hall","teacher","rule","football","employee","council","staff","drill","esper","international","airport","host","ceremony","next","schedule","will","head","texas","numb","negative","venue","michael","saturday","athletic","costa","member","tour","commercial","decade","pass","district","emphasize","learn","walz","mike","policy","end","child","friend","drug","event","secretary","police","department","family","month","secretary","expect","numb","jab","gavin","north","act","instruction","claim","schmitt","also"
"35","shanghai","wife","korea","back","upcoming","conference","st","race","bach","plan","tip","board","every","year","touch","organization","season","quammen","koike","august","mlb","nfl","plan","mlb","feature","toronto","womens","marlin","statement","navy","miami","milwaukee","hotel","four","mayor","ticket","negative","november","sunday","investigation","government","morning","miami","jr","room","hospital","block","support","complication","protocol","three","building","restaurant","gather","positivity","resume","cuomo","appointment","effort","reopen","leave","learn","go","detail","indicate","world","scientific","indicate","university","angeles","great","yorker","newsom","northern","action","measure","holiday","center","without"
"36","share","child","want","open","usual","close","announce","election","champion","sport","absentee","michael","option","watch","fan","commissioner","graduate","club","nsw","minute","ceremony","event","covid","fraternity","january","league","conduct","guard","soccer","mlb","fall","organization","england","oct","virtually","five","fan","anchorage","allow","law","host","come","wake","protocol","couple","announce","incoming","minister","transfer","miss","houston","twitter","continue","citys","disney","ceo","andrew","alaska","federal","public","compare","teacher","white","complete","soon","growth","cdcs","effect","suggest","los","system","condition","interaction","reserve","activate","remain","india","issue","gov"
"37","wait","shanghai","government","see","costa","film","womens","due","blossom","love","tony","moon","assembly","prison","massive","discuss","landfall","outline","floyds","program","return","illinois","course","class","spring","player","event","athlete","nfl","field","play","aug","allow","process","countdown","think","tsa","korean","two","stage","immediately","window","athletic","tough","contact","former","transition","stable","arrest","physical","eligible","resort","week","student","remote","ardern","exception","positivity","first","club","point","physical","explain","numb","plan","revenue","will","make","survey","wish","pass","industry","mitchell","separate","actively","three","industry","tweet","atlanta"
"38","spend","away","eat","due","due","race","festival","hearing","due","museum","widespread","extension","rally","area","wen","tweet","lecture","board","facility","stage","university","quarantine","field","board","staff","inspector","decision","student","golf","missouri","arrive","additional","paris","big","five","special","instal","seat","tuesday","chicago","resume","fan","madness","early","statement","opportunity","memo","spanish","brazilian","heart","minute","fast","reopen","priority","argue","reopen","brooklyn","eight","add","connecticut","walensky","responder","public","hour","travel","bad","example","mandate","finding","instruction","individual","lightfoot","qr","slow","acute","mitigation","security","release","issue"
"39","week","family","journalist","chinese","sport","modi","tour","pga","date","organizer","event","season","francisco","weekend","law","global","can","via","mark","wednesday","cancel","send","activity","play","union","event","camp","result","university","local","drink","final","postpone","october","concern","foot","wednesday","carnival","first","six","seat","reeve","womens","tier","return","university","michel","competition","normally","pope","provide","billion","hospitalization","number","prioritize","conference","workforce","massachusetts","dozen","master","national","memo","fall","doctor","member","suspension","address","back","college","apart","everyone","morning","shift","twitter","add","eligible","story","abbott","encourage"
"40","empty","week","people","use","online","france","match","ceremony","art","davis","abe","congress","block","cancel","family","twitter","grave","year","july","statement","schedule","resume","fall","july","joint","executive","attend","campus","allow","limit","entire","will","fan","universitys","october","underway","visit","vardhan","home","transmission","temporary","activity","nfl","justice","postpone","mayor","pedro","jet","spectator","nyc","availability","treat","announce","back","announce","sign","va","line","temporarily","demonstrate","risk","michel","mode","international","family","please","life","however","prohibit","make","age","mcmaster","stadium","unnecessary","additional","covid","transportation","child","office"
"41","shi","room","watch","leave","open","question","museum","disney","cherry","star","football","sit","organize","clothe","parent","upon","disaster","ongoing","registration","website","disney","university","reveal","washington","attend","guidance","open","major","will","schedule","facility","play","soccer","announce","place","protocol","underway","southeastern","face","police","activity","meet","studentathletes","although","capacity","conference","tony","coordination","louisiana","illegal","age","serious","google","positivity","isolation","bloomfield","deficit","remain","front","cnns","announce","fox","childcare","also","update","active","dose","use","instruction","georgia","vaccination","never","delaware","financial","address","offer","southwest","tuesday","college"
"42","take","resort","stay","move","plan","paris","soccer","japanese","football","tournament","utter","ballot","yearold","mori","tesla","cancel","cambridge","go","cancel","cathay","spectator","allow","pga","decision","teacher","season","disney","safety","cross","sept","support","return","spectator","prior","league","carolina","security","south","army","sure","fan","plan","defense","believe","chicago","donald","bowl","emmanuel","tool","show","will","come","pass","continue","preliminary","commitment","educator","soon","cuomo","bring","measure","quote","remotely","mark","follow","staff","agency","access","staff","three","also","approve","relax","protocol","adhanom","factor","movie","visitor","back"
"43","outside","shop","find","large","reporter","italian","due","festival","announce","pilgrimage","community","avenatti","call","friend","onto","celebration","india","impact","practice","morrison","tournament","tour","ml","negative","nhl","separate","stadium","basketball","announce","seat","seat","conference","provide","pritzker","pilgrimage","package","titan","official","mountain","go","manager","wednesday","conference","test","depart","florida","dame","spains","establishment","prioritize","home","expand","family","neighbor","number","friday","pupil","say","usual","classroom","middle","mink","ford","control","end","country","condition","local","whether","progress","reach","attendant","argue","survive","administration","one","arent","monday","now"
"44","stock","publish","already","low","enter","red","tokyo","fan","call","summer","local","guilty","song","big","turn","happen","return","near","mass","radio","santelises","exam","undergraduate","member","restart","canadian","mlb","louis","plan","cancel","return","beijing","give","soccer","ncaa","throughout","enter","extend","adopt","halloween","champion","limit","league","decide","train","good","notre","boyfriend","vermont","concern","die","claim","service","wilson","state","student","vaccination","still","arm","private","physical","pattern","loosen","reopen","personnel","emergency","speak","sign","along","end","year","business","socialize","example","administrative","can","allocation","public","will"
"45","district","receive","anderson","try","museum","milan","hank","committee","organization","prine","indefinitely","plead","ongoing","thank","option","tourism","become","attend","hand","baseball","due","nba","within","visa","bubble","indianapolis","company","mens","cbs","return","receive","soccer","brown","athletic","spa","activity","commercial","atlanta","conference","safe","agreement","forward","anyone","originally","work","great","schedule","sentence","greg","social","model","turn","enrollment","across","super","directorgeneral","quality","site","cv","less","dine","protect","hispanic","fully","trouble","order","fully","last","local","education","site","mask","constant","job","admit","use","jha","missouri","georgia"
"46","social","effort","story","friend","cnn","organize","conference","move","possibility","nhk","help","bureau","citys","japanese","participate","speedway","pandemic","way","year","disneyland","sure","calendar","online","welcome","semester","august","college","mlb","bowl","bear","sunday","nba","protocol","star","pac","doctor","season","postpone","wear","everyone","nfl","countrys","affect","davis","didnt","event","follow","day","warehouse","campaign","positive","along","grade","age","resume","cleveland","respect","texas","obligation","open","substantial","campus","northeastern","state","household","risk","normal","important","medical","back","dos","say","miss","arm","advice","also","flat","every","rule"
"47","understand","friend","test","indian","journal","league","football","entertainment","fair","decision","summer","south","committee","keep","safe","travel","host","african","university","salary","kong","classroom","schedule","baseball","person","safety","person","series","include","five","minnesota","tennis","conference","bastian","live","person","police","hockey","indoor","county","quarantine","mask","protocol","coach","face","ten","member","say","birthday","improve","governor","mask","cluster","respectively","jersey","yorker","yorker","end","positivity","change","classroom","count","pattern","will","televise","spring","day","think","requirement","executive","thursday","policy","easy","trust","advise","two","business","ban","quarantine"
"48","room","unknown","full","anderson","wednesday","arnold","court","tournament","koike","season","seek","party","schedule","love","rally","association","wind","army","start","june","stadium","organizer","english","workout","nfl","transmission","athletic","michigan","board","remain","announce","rio","club","pac","take","north","scale","quarantine","schedule","bay","social","believe","meet","instagram","metropolitan","season","symptom","confirm","blast","surgery","vaccination","send","resume","worker","weather","educator","mix","public","hybrid","safely","reasonable","international","increase","condition","faculty","mitigation","public","neighborhood","believe","limit","show","attend","andrew","deadline","adviser","disease","theater","reverse","apply"
"49","though","everyone","chinese","wear","ask","bethlehem","audience","hall","stadium","st","date","supreme","order","wear","item","gate","education","disinfect","four","class","side","leave","restart","womens","disney","institution","thanksgiving","st","result","tourist","urge","iata","community","green","square","host","play","ease","newly","onboard","october","recommend","family","civilian","begin","wear","wisconsin","civilian","director","admit","able","prevent","winter","supply","cnns","authority","honor","new","announce","try","adult","extraordinary","february","just","operation","present","critical","book","program","gov","low","site","yorker","finance","advisory","vaccination","arrival","savannah","return"
"50","almost","supply","passenger","feel","fan","marathon","competition","plan","statement","japans","hardship","glove","law","win","postpone","today","strong","sanjay","physical","annual","sport","break","longterm","disney","august","correctional","train","due","spring","southwest","unit","announce","beach","team","dame","october","air","five","spanish","andrew","announce","within","plan","bin","board","president","team","macron","health","announce","single","institute","event","funeral","stadium","wednesday","student","however","care","president","pose","didnt","show","case","peter","fear","abroad","teacher","air","year","wednesday","ahead","strict","pause","affair","advise","everything","update","update"
