"","2020-01-31","2020-02-07","2020-02-14","2020-02-21","2020-02-28","2020-03-06","2020-03-13","2020-03-20","2020-03-27","2020-04-03","2020-04-10","2020-04-17","2020-04-24","2020-05-01","2020-05-08","2020-05-15","2020-05-22","2020-05-29","2020-06-05","2020-06-12","2020-06-19","2020-06-26","2020-07-03","2020-07-10","2020-07-14","2020-07-24","2020-07-31","2020-08-07","2020-08-14","2020-08-21","2020-08-28","2020-09-04","2020-09-11","2020-09-18","2020-09-25","2020-10-02","2020-10-09","2020-10-16","2020-10-23","2020-10-30","2020-11-05","2020-11-13","2020-11-20","2020-11-27","2020-12-04","2020-12-11","2020-12-18","2020-12-23","2020-12-31","2021-01-08","2021-01-15","2021-01-22","2021-01-29","2021-02-05","2021-02-12","2021-02-19","2021-02-26","2021-03-04","2021-03-12","2021-03-19","2021-03-26","2021-04-01","2021-04-08","2021-04-14","2021-04-23","2021-04-30","2021-05-07","2021-05-14","2021-05-21","2021-05-28","2021-06-04","2021-06-11","2021-06-18","2021-06-21","2021-06-29","2021-07-09","2021-07-15","2021-07-30","2021-08-05"
"21","add","community","will","step","mask","industry","positive","symptom","expert","model","say","murray","liberate","tell","vice","anthony","august","response","republican","ebola","wave","house","need","penny","community","really","claim","can","expert","datum","anthony","someone","infectious","swaminathan","post","cruise","deadly","expert","interview","try","month","little","re","american","giroir","thing","go","street","stay","feel","let","like","even","us","trust","vaccinate","mask","guidance","childcare","infectious","control","international","put","administration","change","prevention","us","food","rochelle","fatigue","dose","mark","side","subject","ability","ability","cnn","monday","zients"
"22","close","approve","add","recover","complaint","top","wajngarten","mike","negative","say","infectious","peak","mike","go","physician","us","washington","virus","weather","white","really","mean","interview","infectious","need","know","disease","house","director","go","guidance","effort","point","atla","indoor","ship","many","town","way","expert","anthony","can","help","know","american","wear","interview","need","disease","dr","believe","sense","dominant","brief","want","watch","possible","cdc","still","guideline","human","laboratory","appear","type","recommendation","syndrome","likely","schedule","understand","covid","authorization","committee","participant","among","able","able","leadership","encourage","covering"
"23","confirm","request","security","ask","department","like","gaetz","marlago","american","recommendation","us","social","federal","though","mike","force","want","donald","summit","national","president","us","texas","go","director","nation","penny","cnns","mask","trump","still","giroir","thing","go","can","thing","believe","center","tell","get","lab","holiday","think","much","way","able","message","child","security","wear","day","disease","can","even","allergy","surge","spread","can","anthony","thing","believe","joint","step","among","fda","authorize","datum","authorization","different","group","mhra","use","coronavirus","agency","abroad","abroad","permission","lawsuit","conference"
"24","wednesday","help","regard","turn","whistleblower","act","individual","bolsonaros","want","want","mitigation","us","expert","way","january","testify","fox","pandemic","fauci","say","top","part","really","message","country","reopen","watch","disease","house","birx","recommend","surge","task","look","winter","white","estimate","say","nation","bad","wrong","presidentelect","thing","disease","avoid","hand","really","walensky","director","million","anthony","need","joe","safe","can","really","thing","even","traveler","way","tell","scientist","version","cdc","prevention","pfizer","decision","drug","longterm","prevent","adolescent","study","consider","compare","access","access","decision","file","encourage"
"25","remain","assess","uk","way","monitor","effort","official","diazbalart","think","anthony","watch","brief","force","good","musk","contact","tension","infectious","north","prevention","expert","penny","cuomo","try","continue","allergy","sure","sanjay","back","jha","infectious","house","screen","strategy","virus","go","guideline","infectious","need","former","molecular","term","like","allergy","anthony","virus","people","tell","expert","thing","man","just","situation","quickly","biden","control","institute","wear","go","tell","wuhan","investigation","international","case","syndrome","suggest","unvaccinated","young","prevention","food","us","advisory","drug","policy","accord","accord","top","face","school"
"26","sign","keep","public","last","mike","cuccinelli","donald","meet","bolsonaro","re","deborah","anthony","whether","washington","dalai","infectious","grow","warn","center","wear","gottlieb","need","cdc","task","work","fact","expert","know","kid","kind","update","know","america","can","foot","always","eight","really","health","safe","properly","bidens","director","home","need","surge","us","important","ask","jerome","allergy","want","cnns","mask","possible","spread","happen","mask","program","know","embarek","embarek","expert","dr","jj","authorization","expect","emergency","coronavirus","center","coronavirus","clinical","call","risk","account","account","allow","gov","city"
"27","good","medical","policy","team","american","federal","force","jair","interview","know","want","organization","soon","briefing","lama","staffer","ask","national","public","summer","jha","really","president","texas","control","disease","go","ask","like","us","important","national","sanjay","control","go","tell","thing","american","francis","never","false","wolf","need","every","thing","wash","bad","already","good","jake","put","taste","vaccinate","medina","lot","immunity","want","likely","get","now","brief","food","report","director","drug","johnsons","application","old","johnson","coronavirus","ago","product","review","administration","across","across","write","recommend","new"
"28","name","past","surround","potential","committee","force","shake","dinner","hear","dr","navarro","different","go","night","tweet","pences","prevention","birx","think","mask","control","want","many","birx","top","go","really","us","add","look","us","birx","like","become","air","us","ryan","infect","disaster","say","different","love","wear","visit","infectious","adams","can","us","possible","institute","turn","can","lot","think","mask","go","cdc","prevention","update","fully","world","call","press","committee","tts","know","woman","vote","cdc","hear","emergency","johnsons","effect","pandemic","act","act","argue","tweet","implement"
"29","airport","public","union","end","fund","military","political","contact","contact","away","look","ask","america","responsibility","ask","hassett","trade","pull","slow","get","get","nation","control","american","go","kelly","resurgence","school","society","still","really","atla","much","change","airborne","make","allergy","brown","public","journal","crowd","mandate","people","wear","institute","family","hand","vaccinate","watch","really","expert","take","moment","right","rochelle","white","expert","restriction","airline","national","spread","access","response","mark","six","process","standard","acip","company","participant","young","fdas","develop","first","action","action","ensure","ban","hancock"
"30","service","overseas","tell","require","say","response","conference","recommendation","senator","mike","organization","administration","democratic","west","coronavirus","stephen","week","cooper","spread","really","avoid","frieden","prevention","want","thing","birx","national","white","infectious","important","reporter","want","adverse","schaffner","think","way","truth","koplan","unite","really","come","symptom","know","put","want","institute","holiday","event","people","forecast","still","administration","want","rochelle","need","say","control","need","thing","immunity","organization","host","say","symptom","case","warn","review","center","doctor","one","want","offit","number","coronavirus","activate","activate","age","propose","permit"
"31","isolate","england","human","add","hh","provider","secretary","congress","xi","tell","vice","biden","recent","scientist","call","staff","argue","put","go","fall","ryan","besser","try","expert","good","interview","ask","little","highly","want","decrease","without","human","sustain","sanjay","challenge","national","ranney","country","people","though","plan","can","way","holiday","want","thing","help","checkpoint","go","many","many","brief","want","center","expert","think","spread","back","relax","team","letter","brief","unite","control","additional","administration","whether","evaluation","different","apply","biological","five","white","actively","actively","without","savannah","seat"
"32","national","may","low","return","health","jay","selfquarantine","conference","force","deborah","giroir","institute","enough","committee","early","adviser","lead","observe","previously","center","week","just","approach","claim","can","coronavirus","good","nation","gupta","right","trump","happen","allergy","herd","tell","federal","coronavirus","father","attack","cnns","write","optimistic","national","try","risk","distance","flu","really","something","believe","institute","osterholm","biden","much","surge","know","allergy","way","remain","say","rochelle","unlikely","cause","pain","dr","use","efficacy","pfizers","pfizerbiontechs","company","safe","live","result","covid","acute","acute","opportunity","release","davis"
"33","house","concern","message","diamond","act","message","marlago","early","talk","brief","re","watch","country","reopen","think","next","plan","mike","cooper","rally","public","prevention","trump","see","look","child","us","american","challenge","watch","someone","american","system","senate","watch","different","world","tell","bad","country","need","important","good","director","allergy","director","long","ask","turn","month","social","war","hall","cnns","even","center","watch","control","say","measure","recognize","hypothesis","enough","practice","thrombocytopenia","friday","meet","adolescent","interval","walensky","company","several","last","vaccine","add","add","recognize","reinstate","circuit"
"34","dr","evolve","know","january","base","consider","task","message","say","bad","allergy","state","vice","economy","town","former","mike","many","macron","allergy","george","ryan","nation","thing","point","tell","look","right","want","redfield","prevention","really","effort","trump","fall","come","official","us","many","francis","administration","instead","try","sure","disease","expert","urge","disease","let","christmas","us","general","need","virus","ask","wear","recommendation","distance","mask","analyze","report","intermediate","team","give","walensky","potential","rare","rochelle","give","request","center","base","administration","admit","additional","additional","teen","attorney","establishment"
"35","identify","turn","service","group","speak","must","collins","aide","republican","suggest","expert","fund","much","say","penny","american","scenario","week","context","add","administration","expert","even","wear","way","april","state","tell","administration","every","american","trump","force","transmission","allergy","confidence","re","prevention","feel","go","prevent","ranney","make","celebrate","gather","national","tell","able","point","tell","someone","look","re","expert","domestic","can","single","ask","home","contagious","time","lab","cnn","advisory","janssen","event","overall","johnson","son","prevention","last","information","tell","appear","address","address","around","strongly","schmitt"
"36","low","jersey","expect","police","impact","donald","brief","come","press","social","coordinator","american","distance","get","election","senate","vice","dr","force","us","cdc","infect","just","harmless","medicine","important","interview","good","always","add","center","sciutto","contact","quarter","lot","open","may","trust","people","professor","today","right","love","think","family","keep","possible","regular","lead","political","warning","will","approach","can","prevention","spring","will","tell","even","review","comment","mission","asia","review","label","product","among","pfizer","label","seem","friday","year","discussion","around","adhanom","adhanom","medical","conference","response"
